40683.00,94.55,94.65,93.13,93.56,3486900.00,82.45,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding
41564.00,120.74,122.87,120.71,122.62,2791700.00,114.48,2791719.00,85943846160.00,11409440.00,2.77,4.69,0.02,0.02
41565.00,122.87,123.45,122.40,122.84,2590500.00,114.69,2590546.00,86094209120.00,11409440.00,2.77,4.70,0.02,0.02
41568.00,122.79,123.31,122.68,123.25,1762200.00,115.07,1762181.00,86374431000.00,11409440.00,2.78,4.71,0.02,0.02
41569.00,123.36,124.32,123.28,123.80,2053500.00,115.58,2054178.00,86750338400.00,11409440.00,2.80,4.73,0.02,0.02
41570.00,123.43,123.73,122.50,123.20,2337500.00,115.02,2337493.00,86340257600.00,11409440.00,2.78,4.71,0.02,0.02
41571.00,122.96,124.96,122.70,123.49,3851100.00,115.29,3851061.00,86867463320.00,10865157.00,2.75,4.56,0.02,0.02
41572.00,123.05,124.46,122.87,124.42,2054300.00,116.16,2054269.00,86234253400.00,10865157.00,2.73,4.59,0.02,0.02
41575.00,124.13,125.32,123.80,124.92,2358400.00,116.63,2360803.00,86570888400.00,10865157.00,2.74,4.61,0.02,0.02
41576.00,125.08,125.48,124.62,125.28,1986700.00,116.96,1986724.00,86813265600.00,10865157.00,2.75,4.62,0.02,0.02
41577.00,125.57,125.98,124.76,124.79,2107700.00,116.51,2112339.00,86483363300.00,10865157.00,2.74,4.60,0.02,0.02
41578.00,124.97,126.38,124.95,125.85,2327200.00,117.50,2331692.00,87653029500.00,10865157.00,2.76,4.76,0.02,0.02
41579.00,126.76,126.93,125.12,125.90,1676600.00,117.54,1676596.00,87686693000.00,10865157.00,2.76,4.76,0.02,0.02
41582.00,125.98,126.49,125.56,126.32,1741500.00,117.94,1741465.00,87969466400.00,10865157.00,2.77,4.78,0.02,0.02
41583.00,125.75,126.46,124.86,126.12,1757900.00,117.75,1764260.00,87834812400.00,10865157.00,2.77,4.77,0.02,0.02
41584.00,126.46,127.32,126.23,127.13,1910300.00,118.69,1911624.00,88514815100.00,10865157.00,2.79,4.81,0.02,0.02
41585.00,127.15,127.88,126.23,126.41,3188900.00,118.02,3188896.00,88030060700.00,10865157.00,2.77,4.78,0.02,0.02
41586.00,126.03,128.02,126.03,127.99,2234300.00,119.50,2234273.00,89093827300.00,10865157.00,2.81,4.84,0.02,0.02
41589.00,127.54,128.17,127.25,127.95,1751500.00,119.46,1751487.00,89066896500.00,10861852.00,2.81,4.84,0.02,0.02
41590.00,128.15,128.59,127.55,128.36,2428600.00,119.84,2428596.00,89342937200.00,10861852.00,2.82,4.86,0.02,0.02
41591.00,127.86,128.66,127.43,128.59,2426300.00,120.06,2426280.00,89497789300.00,10861852.00,2.82,4.86,0.02,0.02
41592.00,128.97,130.12,128.80,129.79,2569800.00,121.18,2569809.00,90305713300.00,10861852.00,2.85,4.91,0.02,0.02
41593.00,129.15,130.00,128.98,129.85,2360400.00,121.23,2360393.00,90346109500.00,10861852.00,2.85,4.91,0.02,0.02
41596.00,129.91,130.50,129.78,130.13,2148200.00,121.49,2148174.00,90534625100.00,10861852.00,2.85,4.92,0.02,0.02
41597.00,130.02,130.78,129.92,130.05,2532500.00,121.42,2532503.00,90480763500.00,10861852.00,2.85,4.92,0.02,0.02
41598.00,129.50,130.30,128.55,129.18,2691800.00,121.20,2691794.00,89895018600.00,10861852.00,2.83,4.89,0.02,0.02
41599.00,129.69,130.41,129.59,130.35,1576100.00,122.30,1576647.00,90682744500.00,10861852.00,2.86,4.93,0.02,0.02
41600.00,130.36,132.55,129.82,131.02,1644800.00,122.92,1644799.00,91133835400.00,10861852.00,2.87,4.96,0.02,0.02
41603.00,131.80,131.87,130.94,131.23,2496300.00,123.12,2496334.00,91275222100.00,10861852.00,2.88,4.96,0.02,0.02
41604.00,131.45,132.64,131.33,132.15,4229600.00,123.98,4229577.00,91894630500.00,12054973.00,2.90,5.00,0.02,0.02
41605.00,132.63,133.65,131.94,133.50,2433500.00,125.25,2433546.00,92803545000.00,12054973.00,2.93,5.05,0.02,0.02
41607.00,133.51,134.16,133.34,133.51,2029000.00,125.26,2029049.00,92810277700.00,12054973.00,2.93,5.05,0.02,0.02
41610.00,131.67,132.00,127.39,127.68,6897900.00,119.79,6901333.00,88885113600.00,12054973.00,2.80,4.83,0.02,0.02
41611.00,126.06,127.39,125.15,126.60,7864500.00,118.78,7865043.00,88157982000.00,12054973.00,2.78,4.79,0.02,0.02
41612.00,125.95,127.59,125.49,126.46,3450700.00,118.65,3455951.00,88063724200.00,12054973.00,2.77,4.78,0.02,0.02
41613.00,126.40,127.65,126.22,126.83,2842700.00,118.99,2842740.00,88312834100.00,12054973.00,2.78,4.80,0.02,0.02
41614.00,128.19,128.80,127.85,128.61,2886100.00,120.66,2886135.00,89511254700.00,12054973.00,2.82,4.87,0.02,0.02
41617.00,128.80,129.18,128.39,128.57,2064400.00,120.63,2064407.00,89484323900.00,12054973.00,2.82,4.86,0.02,0.02
41618.00,128.07,128.53,127.53,127.55,2353100.00,119.67,2353154.00,88797588500.00,10825646.00,2.80,4.83,0.02,0.02
41619.00,128.74,129.66,126.71,126.77,3897500.00,118.94,3897498.00,88272437900.00,10825646.00,2.78,4.80,0.02,0.02
41620.00,126.63,127.39,125.98,126.58,2486700.00,118.76,2486721.00,88144516600.00,10825646.00,2.78,4.79,0.02,0.02
41621.00,126.65,127.35,125.98,126.43,1743400.00,118.62,1743444.00,88043526100.00,10825646.00,2.77,4.78,0.02,0.02
41624.00,126.77,128.77,126.47,127.66,2805300.00,119.77,2805302.00,88871648200.00,10825646.00,2.80,4.83,0.02,0.02
41625.00,130.42,131.62,129.98,131.39,6206800.00,123.27,6212275.00,91382945300.00,10825646.00,2.88,4.97,0.03,0.02
41626.00,131.48,135.81,131.48,135.80,5580000.00,127.41,5580201.00,93261863600.00,10825646.00,2.94,5.14,0.03,0.02
41627.00,135.06,136.52,134.73,136.41,4080900.00,127.98,4081024.00,93667661220.00,10825646.00,2.96,5.16,0.03,0.02
41628.00,136.78,138.09,136.60,136.72,5856800.00,128.27,5856853.00,93873886240.00,10825646.00,2.96,5.17,0.03,0.02
41631.00,137.10,137.43,136.32,136.80,3439600.00,128.35,3443556.00,93927105600.00,10825646.00,2.97,5.18,0.03,0.02
41632.00,137.23,137.34,136.35,136.99,1311700.00,128.53,1311676.00,94053501580.00,7887658.00,2.97,5.18,0.02,0.01
41634.00,137.30,138.68,137.03,138.29,2158200.00,129.74,2158185.00,94918316180.00,7887658.00,3.00,5.23,0.02,0.01
41635.00,138.78,139.40,138.55,139.35,1894900.00,130.74,1895102.00,95623472700.00,7887658.00,3.02,5.27,0.02,0.01
41638.00,139.08,139.65,138.79,139.42,1714300.00,130.81,1714254.00,95670039640.00,7887658.00,3.02,5.27,0.02,0.01
41639.00,140.00,140.43,139.48,140.25,1846500.00,131.58,1846529.00,96222190500.00,7887658.00,3.04,5.31,0.02,0.01
41641.00,138.05,139.00,137.61,138.13,3052100.00,129.59,3053521.00,94811877460.00,7887658.00,2.99,5.23,0.02,0.01
41642.00,138.37,138.88,138.03,138.45,2133300.00,129.89,2133336.00,95024754900.00,7887658.00,3.00,5.24,0.02,0.01
41645.00,138.75,139.29,137.48,137.63,2712100.00,129.13,2712055.00,94479256460.00,7887658.00,2.98,5.21,0.02,0.01
41646.00,137.45,138.20,137.13,137.65,2525500.00,129.14,2525529.00,94492561300.00,7887658.00,2.98,5.21,0.02,0.01
41647.00,137.48,137.75,136.34,136.63,3122700.00,128.19,3122674.00,93814014460.00,7887658.00,2.96,5.17,0.03,0.01
41648.00,137.02,137.43,136.20,136.45,2539900.00,128.02,2539952.00,93694270900.00,7887658.00,2.96,5.16,0.03,0.01
41649.00,136.95,137.19,135.68,136.18,3254300.00,127.77,3254329.00,93514655560.00,7010222.00,2.95,5.15,0.03,0.01
41652.00,135.81,137.06,134.57,134.68,2633400.00,126.36,2633428.00,92516792560.00,7010222.00,2.92,5.10,0.03,0.01
41653.00,135.11,137.41,134.74,137.41,2479700.00,128.92,2480170.00,94332903220.00,7010222.00,2.98,5.20,0.02,0.01
41654.00,137.77,138.82,137.56,138.44,3025900.00,129.89,3043498.00,95018102480.00,7010222.00,3.00,5.24,0.02,0.01
41655.00,137.74,138.50,137.63,138.16,1792700.00,129.62,1792677.00,94831834720.00,7010222.00,2.99,5.23,0.02,0.01
41656.00,137.98,138.75,136.98,137.31,2327900.00,128.83,2335555.00,94266379020.00,7010222.00,2.98,5.19,0.02,0.01
41660.00,138.45,138.95,136.30,136.99,2705700.00,128.53,2705751.00,94053501580.00,7010222.00,2.97,5.18,0.02,0.01
41661.00,137.35,137.49,136.33,136.48,2118800.00,128.05,2118966.00,93714228160.00,7010222.00,2.96,5.16,0.03,0.01
41662.00,135.64,135.66,133.95,134.71,2720300.00,126.39,2720254.00,92536749820.00,7010222.00,2.92,5.10,0.03,0.01
41663.00,133.73,133.73,130.22,130.22,3776100.00,122.17,3784000.00,89549813240.00,7010222.00,2.82,4.93,0.03,0.01
41666.00,130.02,130.59,128.66,128.96,3312800.00,120.99,3313315.00,88711608320.00,6297078.00,2.80,4.88,0.03,0.01
41667.00,129.43,130.01,129.10,129.81,2734200.00,121.79,2734536.00,89277064020.00,6297078.00,2.81,4.91,0.03,0.01
41668.00,130.10,131.27,129.00,130.25,3584000.00,122.20,3585136.00,89569770500.00,6297078.00,2.82,4.93,0.03,0.01
41669.00,129.96,129.96,126.53,128.05,4102600.00,120.14,4103794.00,87856238100.00,6297078.00,2.76,4.73,0.03,0.01
41670.00,126.60,129.20,126.42,128.19,3715400.00,120.27,3715366.00,87699914240.00,6297078.00,2.75,4.74,0.03,0.01
41673.00,128.22,128.59,123.61,123.90,4245100.00,116.24,4245704.00,84854374400.00,6297078.00,2.66,4.58,0.03,0.01
41674.00,126.09,127.64,124.12,126.72,7412500.00,118.89,7423602.00,86724869120.00,6297078.00,2.72,4.68,0.03,0.01
41675.00,128.01,128.76,125.92,127.36,4960000.00,119.49,4960130.00,87149378560.00,6297078.00,2.74,4.71,0.03,0.01
41676.00,127.60,129.20,127.10,128.90,3828400.00,120.94,3828431.00,88170854400.00,6297078.00,2.77,4.76,0.03,0.01
41677.00,129.57,130.39,128.81,130.33,3263200.00,122.28,3271820.00,89119367680.00,6297078.00,2.80,4.82,0.03,0.01
41680.00,129.65,130.41,129.02,129.70,3317400.00,121.69,3317360.00,88701491200.00,6297078.00,2.79,4.79,0.03,0.01
41681.00,129.70,131.49,129.65,130.98,2604000.00,122.89,2604237.00,89550510080.00,5749290.00,2.81,4.84,0.03,0.01
41682.00,130.34,131.00,130.01,130.44,2100600.00,123.18,2100646.00,89192330240.00,5749290.00,2.80,4.82,0.03,0.01
41683.00,129.29,130.38,128.66,130.14,2850600.00,122.90,2850607.00,89497341440.00,5749290.00,2.80,4.93,0.03,0.01
41684.00,129.77,132.19,129.50,132.12,3030000.00,124.77,3031589.00,90730867040.00,5749290.00,2.84,5.01,0.03,0.01
41688.00,132.31,132.75,131.64,131.80,2876500.00,124.47,2876570.00,90518805600.00,5749290.00,2.83,4.99,0.03,0.01
41689.00,131.33,132.71,130.46,130.56,2719400.00,123.30,2719359.00,89697067520.00,5749290.00,2.80,4.95,0.03,0.01
41690.00,130.65,132.03,130.05,131.56,2155800.00,124.24,2155829.00,90359759520.00,5749290.00,2.82,4.99,0.03,0.01
41691.00,131.56,132.33,131.30,131.57,2574300.00,124.25,2574269.00,90366386440.00,5749290.00,2.82,4.99,0.03,0.01
41694.00,131.89,133.46,131.44,132.20,2454300.00,124.85,2454286.00,90783882400.00,5749290.00,2.84,5.01,0.03,0.01
41695.00,132.27,133.43,131.86,132.93,2863100.00,125.54,2865583.00,91267647560.00,5749290.00,2.85,5.04,0.03,0.01
41696.00,133.13,133.46,132.28,132.86,2771100.00,125.47,2771103.00,91221259120.00,6138589.00,2.85,5.04,0.03,0.01
41697.00,132.63,134.58,132.00,134.34,3124000.00,126.87,3123972.00,92202043280.00,6138589.00,2.88,5.09,0.03,0.01
41698.00,134.19,135.20,133.92,134.73,3179400.00,127.24,3179708.00,92460493160.00,6138589.00,2.89,5.11,0.03,0.01
41701.00,133.07,133.81,131.67,132.21,2814400.00,124.86,2814779.00,90790509320.00,6138589.00,2.84,5.01,0.03,0.01
41702.00,131.92,133.08,131.58,132.68,6975500.00,125.30,6975609.00,91101974560.00,6138589.00,2.85,5.03,0.03,0.01
41703.00,132.66,134.03,132.19,133.85,3551400.00,126.40,3551443.00,91877324200.00,6138589.00,2.87,5.07,0.03,0.01
41704.00,134.37,134.74,134.02,134.08,2236800.00,126.62,2236816.00,92029743360.00,6138589.00,2.88,5.08,0.03,0.01
41705.00,134.88,135.00,133.71,134.11,2381400.00,126.65,2381391.00,92049624120.00,6138589.00,2.88,5.08,0.03,0.01
41708.00,133.98,134.08,133.10,133.56,1966100.00,126.13,1966251.00,91685143520.00,6138589.00,2.87,5.06,0.03,0.01
41709.00,133.73,133.84,132.23,132.51,1928900.00,125.14,1928934.00,90989316920.00,6184498.00,2.84,5.02,0.03,0.01
41710.00,132.07,132.76,131.59,132.57,2637000.00,125.20,2636985.00,91029078440.00,6184498.00,2.85,5.02,0.03,0.01
41711.00,133.19,133.67,130.64,130.81,2520700.00,123.53,2520817.00,89862740520.00,6184498.00,2.81,4.96,0.03,0.01
41712.00,130.08,131.11,129.70,129.83,2975100.00,122.61,2975110.00,89213302360.00,6184498.00,2.79,4.92,0.03,0.01
41715.00,130.66,132.69,130.66,132.27,2529400.00,124.91,2529436.00,90830270840.00,6184498.00,2.84,5.01,0.03,0.01
41716.00,132.49,133.23,132.25,132.74,2032800.00,125.36,2032836.00,91141736080.00,6184498.00,2.85,5.03,0.03,0.01
41717.00,132.75,132.85,130.58,131.23,2141000.00,123.93,2141027.00,90141071160.00,6184498.00,2.82,4.97,0.03,0.01
41718.00,131.15,132.85,130.86,132.43,2577500.00,125.06,2577475.00,90936301560.00,6184498.00,2.84,5.02,0.03,0.01
41719.00,133.58,134.24,132.90,133.12,5920400.00,125.71,5920375.00,91393559040.00,6184498.00,2.86,5.05,0.03,0.01
41722.00,133.32,133.70,131.88,132.42,2793600.00,125.05,2799616.00,90929674640.00,6184498.00,2.84,5.02,0.03,0.01
41723.00,133.66,134.53,132.90,134.06,2897600.00,126.60,2898123.00,92016489520.00,7007433.00,2.88,5.08,0.03,0.01
41724.00,134.66,134.89,133.09,133.09,2318900.00,125.69,2318889.00,91373678280.00,7007433.00,2.86,5.04,0.03,0.01
41725.00,132.82,133.49,132.18,132.84,2402500.00,125.45,2409787.00,90559214720.00,7007433.00,2.83,5.03,0.03,0.01
41726.00,133.58,134.97,133.18,134.20,1906500.00,126.73,1906496.00,91453833600.00,7007433.00,2.86,5.09,0.03,0.01
41729.00,134.61,135.87,134.58,135.66,2711800.00,128.11,2711953.00,92414233280.00,7007433.00,2.89,5.14,0.03,0.01
41730.00,135.88,136.65,135.67,136.53,2370800.00,128.94,2371045.00,92986526240.00,7007433.00,2.91,5.17,0.03,0.01
41731.00,135.99,136.25,135.33,136.00,3281400.00,128.43,3281384.00,92637888000.00,7007433.00,2.90,5.15,0.03,0.01
41732.00,136.22,137.19,135.70,136.14,2676200.00,128.57,2677221.00,92729981120.00,7007433.00,2.90,5.16,0.03,0.01
41733.00,136.90,137.77,135.77,135.86,2735300.00,128.30,2735319.00,92545794880.00,7007433.00,2.89,5.15,0.03,0.01
41736.00,135.81,136.25,134.39,134.40,2807500.00,126.92,2807517.00,91585395200.00,7007433.00,2.86,5.09,0.03,0.01
41737.00,134.44,135.15,133.43,134.84,2893600.00,127.34,2893573.00,91874830720.00,7007433.00,2.87,5.11,0.03,0.01
41738.00,135.00,135.87,134.50,135.84,2671900.00,128.28,2671878.00,92532638720.00,7655186.00,2.89,5.15,0.03,0.01
41739.00,135.73,136.43,133.90,133.97,2857200.00,126.52,2857305.00,91302537760.00,7655186.00,2.85,5.08,0.03,0.01
41740.00,133.37,133.84,132.39,132.39,2368200.00,125.03,2368364.00,90263201120.00,7655186.00,2.82,5.02,0.03,0.01
41743.00,133.45,133.52,132.02,133.15,2058100.00,125.74,2058107.00,90763135200.00,7655186.00,2.84,5.05,0.03,0.01
41744.00,133.27,134.35,132.02,134.09,2119000.00,126.63,2119044.00,91381474720.00,7655186.00,2.86,5.08,0.03,0.01
41745.00,135.17,136.78,134.81,136.77,2135200.00,129.16,2135337.00,93144400160.00,7655186.00,2.91,5.18,0.03,0.01
41746.00,137.30,138.25,137.25,137.73,2645600.00,130.07,2645619.00,93775895840.00,7655186.00,2.93,5.22,0.02,0.01
41750.00,137.25,138.71,137.18,138.62,1781100.00,130.91,1781138.00,94361344960.00,7655186.00,2.95,5.25,0.02,0.01
41751.00,138.50,139.52,138.13,138.89,2252500.00,131.16,2252491.00,94538953120.00,7655186.00,2.96,5.26,0.02,0.01
41752.00,138.81,138.89,137.89,137.99,2847500.00,130.31,2847591.00,93946925920.00,7655186.00,2.94,5.23,0.02,0.01
41753.00,136.38,136.99,135.00,136.65,2847800.00,129.05,2847809.00,93652463200.00,7655186.00,2.89,4.99,0.03,0.01
41754.00,136.50,136.96,135.69,136.56,2093100.00,128.96,2093074.00,93111203680.00,7604197.00,2.88,4.98,0.03,0.01
41757.00,137.43,138.35,135.97,137.23,2244300.00,129.60,2244309.00,93549569940.00,7604197.00,2.89,5.01,0.02,0.01
41758.00,137.87,137.90,136.56,137.55,1820900.00,129.90,1820903.00,93758938900.00,7604197.00,2.90,5.02,0.02,0.01
41759.00,137.63,139.20,137.33,139.09,2904000.00,131.35,2906766.00,94766527020.00,7604197.00,2.93,5.08,0.02,0.01
41760.00,139.50,141.49,139.12,140.81,3997400.00,132.98,3997985.00,96367885180.00,7604197.00,2.97,5.28,0.02,0.01
41761.00,141.63,141.83,139.87,140.12,5758500.00,132.33,5758462.00,95916433360.00,7604197.00,2.95,5.25,0.02,0.01
41764.00,139.14,141.05,138.65,140.61,2710900.00,132.79,2711091.00,96237029580.00,7604197.00,2.96,5.27,0.02,0.01
41765.00,140.28,140.43,139.17,139.29,2299700.00,131.54,2299671.00,95373382620.00,7604197.00,2.93,5.22,0.02,0.01
41766.00,139.98,141.25,139.18,141.14,2238500.00,133.29,2238499.00,96583796920.00,7604197.00,2.97,5.29,0.02,0.01
41767.00,140.88,142.12,140.51,140.83,1939400.00,133.00,1939407.00,96380970740.00,7604197.00,2.97,5.28,0.02,0.01
41768.00,140.56,141.37,140.25,141.34,2093000.00,133.48,2092997.00,96714652520.00,8478228.00,2.98,5.30,0.02,0.01
41771.00,141.78,142.94,141.71,142.82,2972100.00,134.88,2972085.00,97682983960.00,8478228.00,3.01,5.36,0.02,0.01
41772.00,143.00,143.37,142.32,142.43,1695400.00,134.51,1695439.00,97427815540.00,8478228.00,3.00,5.34,0.02,0.01
41773.00,142.48,142.77,141.41,141.60,2113400.00,133.72,2113403.00,96884764800.00,8478228.00,2.98,5.31,0.02,0.01
41774.00,141.56,141.74,140.02,140.98,2388400.00,133.14,2388376.00,96479112440.00,8478228.00,2.97,5.29,0.02,0.01
41775.00,140.93,141.20,139.91,141.13,1901700.00,133.28,1901726.00,96577254140.00,8478228.00,2.97,5.29,0.02,0.01
41778.00,140.07,142.00,139.98,141.67,1529200.00,133.79,1529159.00,96930564260.00,8478228.00,2.98,5.31,0.02,0.01
41779.00,141.60,141.90,139.89,140.23,1845100.00,132.43,1845131.00,95988403940.00,8478228.00,2.95,5.26,0.02,0.01
41780.00,139.77,140.79,139.77,140.66,1641000.00,133.65,1641048.00,96269743480.00,8478228.00,2.96,5.27,0.02,0.01
41781.00,140.71,140.96,140.26,140.31,1550100.00,133.32,1550242.00,96040746180.00,8478228.00,2.95,5.26,0.02,0.01
41782.00,140.23,141.18,140.05,141.14,1209400.00,134.11,1209384.00,96583796920.00,8478228.00,2.97,5.29,0.02,0.01
41786.00,141.50,141.60,141.13,141.44,1512300.00,134.39,1512336.00,96780080320.00,8549476.00,2.98,5.30,0.02,0.01
41787.00,141.81,141.90,141.06,141.43,1566100.00,134.38,1566124.00,96773537540.00,8549476.00,2.98,5.30,0.02,0.01
41788.00,141.50,142.43,141.19,142.39,1624100.00,135.29,1624138.00,97401644420.00,8549476.00,3.00,5.34,0.02,0.01
41789.00,142.11,142.67,141.78,142.55,3908500.00,135.45,3908258.00,97506328900.00,8549476.00,3.00,5.35,0.02,0.01
41792.00,142.27,142.91,141.69,142.32,1682300.00,135.23,1682363.00,97355844960.00,8549476.00,3.00,5.34,0.02,0.01
41793.00,142.08,143.13,141.61,142.89,2061700.00,135.77,2061733.00,97728783420.00,8549476.00,3.01,5.36,0.02,0.01
41794.00,142.91,143.00,142.26,142.26,1335700.00,135.17,1335673.00,97316588280.00,8549476.00,3.00,5.33,0.02,0.01
41795.00,142.76,143.74,141.90,143.71,1542300.00,136.55,1542282.00,98265291380.00,8549476.00,3.03,5.39,0.02,0.01
41796.00,143.99,144.64,143.53,144.64,1768700.00,137.43,1769660.00,98873769920.00,8549476.00,3.05,5.42,0.02,0.01
41799.00,144.64,145.53,144.61,145.32,1800900.00,138.08,1800929.00,99318678960.00,8549476.00,3.06,5.45,0.02,0.01
41800.00,144.97,145.21,144.46,144.97,1700000.00,137.75,1699958.00,99089681660.00,7482747.00,3.05,5.44,0.02,0.01
41801.00,144.66,144.97,144.19,144.41,1489900.00,137.21,1489897.00,98723285980.00,7482747.00,3.04,5.42,0.02,0.01
41802.00,144.95,144.95,142.78,143.07,1839400.00,135.94,1839500.00,97846553460.00,7482747.00,3.01,5.36,0.02,0.01
41803.00,143.19,143.75,142.83,143.36,1376200.00,136.22,1376210.00,98036294080.00,7482747.00,3.02,5.38,0.02,0.01
41806.00,142.93,143.53,142.60,143.32,1274300.00,136.18,1274286.00,98010122960.00,7482747.00,3.02,5.37,0.02,0.01
41807.00,143.01,143.99,142.64,143.69,1209400.00,136.53,1209437.00,98252205820.00,7482747.00,3.03,5.39,0.02,0.01
41808.00,143.93,144.39,142.77,144.33,1340700.00,137.14,1340743.00,98670943740.00,7482747.00,3.04,5.41,0.02,0.01
41809.00,144.53,144.72,143.99,144.49,1560500.00,137.29,1560479.00,98775628220.00,7482747.00,3.04,5.42,0.02,0.01
41810.00,144.54,145.30,144.20,145.16,4204600.00,137.93,4204666.00,99213994480.00,7482747.00,3.06,5.44,0.02,0.01
41813.00,145.10,145.30,144.01,144.09,1390200.00,136.91,1390232.00,98513917020.00,7482747.00,3.03,5.40,0.02,0.01
41814.00,143.71,144.62,143.05,143.09,1404500.00,135.96,1404566.00,97859639020.00,7981965.00,3.01,5.37,0.02,0.01
41815.00,143.00,144.38,142.88,143.65,1321800.00,136.49,1321768.00,98226034700.00,7981965.00,3.03,5.39,0.02,0.01
41816.00,143.75,143.99,142.56,143.73,1490900.00,136.57,1490908.00,98278376940.00,7981965.00,3.03,5.39,0.02,0.01
41817.00,143.17,144.07,143.06,143.69,1981800.00,136.53,1981763.00,98252205820.00,7981965.00,3.03,5.39,0.02,0.01
41820.00,143.92,143.93,143.06,143.24,1878400.00,136.10,1878415.00,97957780720.00,7981965.00,3.02,5.37,0.02,0.01
41821.00,143.41,144.82,143.38,144.56,1767600.00,137.36,1767594.00,98821427680.00,7981965.00,3.04,5.42,0.02,0.01
41822.00,144.23,145.30,143.56,145.23,1621300.00,137.99,1621309.00,99259793940.00,7981965.00,3.06,5.45,0.02,0.01
41823.00,145.25,145.73,145.00,145.41,1142200.00,138.16,1142241.00,99377563980.00,7981965.00,3.06,5.45,0.02,0.01
41827.00,145.48,145.58,144.50,144.91,1257900.00,137.69,1257923.00,99050424980.00,7981965.00,3.05,5.43,0.02,0.01
41828.00,145.22,145.40,144.48,144.56,1596700.00,137.36,1596826.00,98821427680.00,7981965.00,3.04,5.42,0.02,0.01
41829.00,144.78,145.04,144.03,144.68,1521800.00,137.47,1521771.00,98899941040.00,7981965.00,3.05,5.43,0.02,0.01
41830.00,143.50,144.20,143.24,143.89,2070100.00,136.72,2070061.00,98383061420.00,7932816.00,3.03,5.40,0.02,0.01
41831.00,144.14,144.49,143.54,144.31,1907900.00,137.12,1907924.00,98657858180.00,7932816.00,3.04,5.41,0.02,0.01
41834.00,144.99,145.71,144.75,145.00,2114600.00,137.77,2114592.00,99109310000.00,7932816.00,3.05,5.44,0.02,0.01
41835.00,145.00,145.48,144.36,145.06,1955700.00,137.83,1955732.00,99148566680.00,7932816.00,3.05,5.44,0.02,0.01
41836.00,145.28,146.25,145.03,146.17,1969200.00,138.89,1971812.00,99874815260.00,7932816.00,3.08,5.48,0.02,0.01
41837.00,145.33,145.67,143.45,143.54,2776500.00,136.39,2778988.00,98154064120.00,7932816.00,3.02,5.38,0.02,0.01
41838.00,143.83,145.06,143.54,144.83,2133000.00,137.61,2132969.00,98998082740.00,7932816.00,3.05,5.43,0.02,0.01
41841.00,144.66,144.87,143.65,144.30,1520900.00,137.11,1520875.00,98651315400.00,7932816.00,3.04,5.41,0.02,0.01
41842.00,144.89,145.67,144.89,145.12,1608200.00,137.89,1608162.00,99187823360.00,7932816.00,3.06,5.44,0.02,0.01
41843.00,145.34,145.45,144.53,144.68,1849400.00,137.47,1849659.00,98899941040.00,7932816.00,3.05,5.43,0.02,0.01
41844.00,145.51,146.43,144.47,145.13,2580000.00,137.90,2580146.00,98919366140.00,7943411.00,3.02,5.27,0.02,0.01
41845.00,145.66,145.94,144.59,145.12,1601800.00,137.89,1601797.00,97997261280.00,7943411.00,2.99,5.27,0.02,0.01
41848.00,144.92,145.63,143.78,145.53,2002200.00,138.28,2002176.00,98262928570.00,7943411.00,3.00,5.28,0.02,0.01
41849.00,145.22,146.27,143.99,144.02,2286600.00,136.84,2288993.00,97284495380.00,7943411.00,2.97,5.23,0.02,0.01
41850.00,144.26,144.78,143.52,143.74,2458400.00,136.58,2458395.00,97103064060.00,7943411.00,2.96,5.22,0.02,0.01
41851.00,143.33,143.55,140.60,140.89,3571100.00,133.87,3572440.00,95750352410.00,7943411.00,2.90,5.26,0.02,0.01
41852.00,140.15,141.04,139.08,140.11,2505800.00,133.13,2505780.00,95244936590.00,7943411.00,2.89,5.23,0.02,0.01
41855.00,140.15,140.98,139.21,140.75,2494500.00,133.74,2494476.00,95659636750.00,7943411.00,2.90,5.26,0.02,0.01
41856.00,140.62,141.12,139.34,139.78,2168500.00,132.81,2168828.00,95031106820.00,7943411.00,2.88,5.22,0.02,0.01
41857.00,139.14,139.94,138.43,139.55,2679000.00,132.60,2678975.00,94882073950.00,7943411.00,2.88,5.21,0.02,0.01
41858.00,140.05,140.37,138.96,139.13,1892500.00,132.20,1892551.00,94609926970.00,7943411.00,2.87,5.19,0.02,0.01
41859.00,139.30,140.89,138.89,140.85,2702600.00,133.83,2702551.00,95724433650.00,7943411.00,2.90,5.26,0.02,0.01
41862.00,140.93,141.50,140.54,140.58,1919100.00,133.57,1919082.00,95549482020.00,7889489.00,2.90,5.25,0.02,0.01
41863.00,140.62,141.21,140.43,140.88,2176100.00,133.86,2176055.00,95743872720.00,7889489.00,2.90,5.26,0.02,0.01
41864.00,141.35,141.83,140.92,141.80,3104300.00,134.73,3104251.00,96340004200.00,7889489.00,2.92,5.29,0.02,0.01
41865.00,142.00,142.39,141.85,142.34,1586900.00,135.25,1586871.00,96689907460.00,7889489.00,2.93,5.31,0.02,0.01
41866.00,142.81,142.98,141.02,141.92,1960900.00,134.85,1960967.00,96417760480.00,7889489.00,2.92,5.30,0.02,0.01
