40683.00,94.55,94.65,93.13,93.56,3486900.00,82.45,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding
42475.00,168.32,169.00,168.20,168.78,1417000.00,167.66,1417007.00,111215000000.00,6068551.00,3.38,8.78,0.03,0.01
42478.00,168.47,169.87,168.39,169.55,1146600.00,168.43,1146593.00,111682000000.00,6068551.00,3.39,8.82,0.03,0.01
42479.00,169.92,170.77,169.07,169.65,1849100.00,168.53,1849420.00,111742000000.00,6068551.00,3.39,8.83,0.03,0.01
42480.00,170.14,170.45,168.62,168.94,1439700.00,167.82,1439679.00,111312000000.00,6068551.00,3.38,8.79,0.03,0.01
42481.00,168.97,169.70,168.41,168.66,1635000.00,167.54,1634976.00,111142000000.00,6068551.00,3.38,8.78,0.03,0.01
42482.00,169.09,169.76,167.85,168.66,1802300.00,167.54,1802263.00,111142000000.00,6068551.00,3.38,8.78,0.03,0.01
42485.00,168.00,168.51,166.64,168.38,2378300.00,167.27,2378321.00,110973000000.00,6068551.00,3.37,8.76,0.03,0.01
42486.00,167.50,167.79,164.97,166.18,3192100.00,165.08,3192066.00,110299000000.00,6100435.00,3.34,8.56,0.03,0.01
42487.00,166.99,168.38,166.10,167.76,2227700.00,166.65,2227723.00,111375000000.00,6100435.00,3.38,8.64,0.03,0.01
42488.00,166.85,168.77,166.20,167.00,1654700.00,165.90,1654654.00,110914000000.00,6100435.00,3.36,8.60,0.03,0.01
42489.00,166.98,167.78,166.50,167.38,1961200.00,166.27,1961811.00,111144000000.00,6100435.00,3.37,8.62,0.03,0.01
42492.00,167.30,168.50,166.94,168.34,1700300.00,167.23,1700272.00,111727000000.00,6100435.00,3.39,8.67,0.03,0.01
42493.00,167.39,168.07,166.66,167.97,1922200.00,166.86,1922150.00,111544000000.00,6100435.00,3.38,8.68,0.03,0.01
42494.00,166.37,167.70,166.29,167.16,2118100.00,166.05,2118061.00,111053000000.00,6100435.00,3.37,8.64,0.03,0.01
42495.00,167.46,168.33,167.19,167.77,1680200.00,166.66,1680203.00,111423000000.00,6100435.00,3.38,8.67,0.03,0.01
42496.00,167.84,169.05,167.00,168.89,1630200.00,167.77,1630184.00,112102000000.00,6100435.00,3.40,8.73,0.03,0.01
42499.00,168.59,169.05,167.69,168.52,1301300.00,167.41,1301262.00,111878000000.00,6100435.00,3.40,8.71,0.03,0.01
42500.00,169.23,170.39,169.00,170.26,1732600.00,169.13,1733147.00,112933000000.00,5899231.00,3.43,8.80,0.03,0.01
42501.00,170.20,171.27,169.57,169.77,1786400.00,168.65,1786405.00,112636000000.00,5899231.00,3.42,8.78,0.03,0.01
42502.00,169.86,170.63,168.76,170.15,1741900.00,169.03,1741928.00,112866000000.00,5899231.00,3.43,8.80,0.03,0.01
42503.00,170.05,170.38,167.82,168.32,1875900.00,167.21,1875893.00,111757000000.00,5899231.00,3.39,8.70,0.03,0.01
42506.00,168.50,169.90,168.43,169.55,1826200.00,168.43,1826217.00,112503000000.00,5899231.00,3.42,8.76,0.03,0.01
42507.00,169.57,169.94,167.09,167.81,2126000.00,166.70,2126015.00,111447000000.00,5899231.00,3.38,8.67,0.03,0.01
42508.00,166.50,167.93,165.76,166.82,1624400.00,166.82,1624389.00,110847000000.00,5899231.00,3.36,8.62,0.03,0.01
42509.00,165.37,166.06,163.17,165.11,1657300.00,165.11,1657333.00,109810000000.00,5899231.00,3.33,8.54,0.03,0.01
42510.00,165.25,166.47,164.93,165.01,1746500.00,165.01,1746994.00,109749000000.00,5899231.00,3.32,8.53,0.03,0.01
