5/20/11,94.55,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding
3/28/16,164.93,2336768,1.09701E+11,7293893,3.33,8.65,0.03,0.01
3/29/16,164.93,2525004,1.08556E+11,7293893,3.29,8.56,0.03,0.01
3/30/16,165.37,2195874,1.09985E+11,7293893,3.34,8.68,0.03,0.01
3/31/16,166.75,1777204,1.09913E+11,7293893,3.33,8.67,0.03,0.01
4/1/16,165.63,2011569,1.10458E+11,7293893,3.35,8.72,0.03,0.01
4/4/16,167.11,2022797,1.09773E+11,7293893,3.33,8.66,0.03,0.01
4/5/16,165.18,1617437,1.09416E+11,7293893,3.32,8.63,0.03,0.01
4/6/16,165.34,2092183,1.10022E+11,7293893,3.34,8.68,0.03,0.01
4/7/16,165.88,2728268,1.10234E+11,7293893,3.35,8.7,0.03,0.01
4/8/16,167.71,1729301,1.09913E+11,7293893,3.33,8.67,0.03,0.01
4/11/16,167.12,1521065,1.09888E+11,6068551,3.33,8.67,0.03,0.01
4/12/16,167.01,1636492,1.10761E+11,6068551,3.36,8.74,0.03,0.01
4/13/16,168.47,1545911,1.111E+11,6068551,3.37,8.77,0.03,0.01
4/14/16,169,1213407,1.10839E+11,6068551,3.37,8.75,0.03,0.01
4/15/16,168.32,1417007,1.11215E+11,6068551,3.38,8.78,0.03,0.01
4/18/16,168.47,1146593,1.11682E+11,6068551,3.39,8.82,0.03,0.01
4/19/16,169.92,1849420,1.11742E+11,6068551,3.39,8.83,0.03,0.01
4/20/16,170.14,1439679,1.11312E+11,6068551,3.38,8.79,0.03,0.01
4/21/16,168.97,1634976,1.11142E+11,6068551,3.38,8.78,0.03,0.01
4/22/16,169.09,1802263,1.11142E+11,6068551,3.38,8.78,0.03,0.01
4/25/16,168,2378321,1.10973E+11,6068551,3.37,8.76,0.03,0.01
4/26/16,167.5,3192066,1.10299E+11,6100435,3.34,8.56,0.03,0.01
4/27/16,166.99,2227723,1.11375E+11,6100435,3.38,8.64,0.03,0.01
4/28/16,166.85,1654654,1.10914E+11,6100435,3.36,8.6,0.03,0.01
4/29/16,166.98,1961811,1.11144E+11,6100435,3.37,8.62,0.03,0.01
5/2/16,167.3,1700272,1.11727E+11,6100435,3.39,8.67,0.03,0.01
5/3/16,167.39,1922150,1.11544E+11,6100435,3.38,8.68,0.03,0.01
5/4/16,166.37,2118061,1.11053E+11,6100435,3.37,8.64,0.03,0.01
5/5/16,167.46,1680203,1.11423E+11,6100435,3.38,8.67,0.03,0.01
5/6/16,167.84,1630184,1.12102E+11,6100435,3.4,8.73,0.03,0.01
5/9/16,168.59,1301262,1.11878E+11,6100435,3.4,8.71,0.03,0.01
5/10/16,169.23,1733147,1.12933E+11,5899231,3.43,8.8,0.03,0.01
5/11/16,170.2,1786405,1.12636E+11,5899231,3.42,8.78,0.03,0.01
5/12/16,169.86,1741928,1.12866E+11,5899231,3.43,8.8,0.03,0.01
5/13/16,170.05,1875893,1.11757E+11,5899231,3.39,8.7,0.03,0.01
5/16/16,168.5,1826217,1.12503E+11,5899231,3.42,8.76,0.03,0.01
5/17/16,169.57,2126015,1.11447E+11,5899231,3.38,8.67,0.03,0.01
5/18/16,166.5,1624389,1.10847E+11,5899231,3.36,8.62,0.03,0.01
5/19/16,165.37,1657333,1.0981E+11,5899231,3.33,8.54,0.03,0.01
5/20/16,165.25,1746994,1.09749E+11,5899231,3.32,8.53,0.03,0.01
