Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Free Cash Flow,Price to Sales Ratio,News Sentiment - Daily Average,Twitter Sentiment Daily Average,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital
11/24/2006,65.85,7.6056,1.79E+11,2912400,2.2779,9.7529,66.55,65.85,66.533,19.6579,49.5294,1.91E+11,0.0011,0.6906,65.85,18.0213,-0.0139,17.2135,3.7415,0.6416,,,,,,,
11/27/2006,65.65,7.1947,1.78E+11,9429200,2.2848,9.4195,65.83,65.22,66.469,16.4347,48.6786,1.90E+11,0.0028,0.6884,65.65,17.867,-0.013,17.0662,3.7095,0.1913,,,,,,,
11/28/2006,65.97,7.1947,1.79E+11,8083800,2.2738,9.9529,66.08,65.5192,66.472,40.0329,50.0974,1.91E+11,0.0034,0.6887,65.97,17.6862,-0.0164,16.8934,3.6719,0.0775,,,,,,,
11/29/2006,66.2,7.1947,1.80E+11,6778900,2.2659,10.3362,66.32,65.73,66.436,54.0289,51.1025,1.92E+11,0.0031,0.6883,66.2,17.8218,-0.0164,17.023,3.7001,,,,,,,,
11/30/2006,65.91,7.1947,1.79E+11,7799300,2.2758,9.8529,66.43,65.68,66.373,37.4831,49.7944,1.91E+11,0.0013,0.6888,65.91,17.734,-0.0252,16.9392,3.6819,,,,,,,,
12/1/2006,65.97,7.1947,1.79E+11,8947400,2.2738,9.9529,66.06,65.33,66.317,42.909,50.0679,1.91E+11,0.0007,0.6856,65.97,17.5718,-0.0311,16.7842,3.6482,,,,,,,,
12/4/2006,66.28,6.6945,1.80E+11,7791600,2.2631,10.4696,66.72,65.81,66.221,65.8676,51.481,1.92E+11,-0.0015,0.6859,66.28,17.5931,-0.0298,16.8045,3.6526,,,,,,,,
12/5/2006,66.17,6.6945,1.80E+11,6593800,2.2669,10.2862,66.37,65.94,66.137,54.2548,50.9517,1.92E+11,-0.0022,0.6854,66.17,17.6569,-0.0296,16.8655,3.6659,,,,,,,,
12/6/2006,66.03,6.6945,1.79E+11,7147200,2.2717,10.0529,66.25,65.8,66.08,40.5921,50.2712,1.91E+11,-0.0025,0.6855,66.03,17.766,-0.0293,16.9697,3.6885,,,,,,,,
12/7/2006,66.06,6.6945,1.79E+11,10425400,2.2707,10.1029,66.64,65.95,66.009,45.0407,50.418,1.92E+11,0.0018,0.6789,66.06,17.8218,-0.0299,17.023,3.7001,,,,,,,,
12/8/2006,65.95,6.6945,1.79E+11,6126200,2.2745,9.9195,66.25,65.68,66.019,31.9019,49.8597,1.91E+11,-0.0006,0.6773,65.95,17.7074,-0.0348,16.9138,3.6764,,,,,,,,
12/11/2006,65.7,6.2718,1.78E+11,7730600,2.2831,9.5029,66,65.46,66.024,15.9952,48.5947,1.90E+11,0.0015,0.6758,65.7,17.633,-0.0363,16.8426,3.6609,-0.0226,,,,,,,
12/12/2006,65.58,6.2718,1.78E+11,8936900,2.2873,9.3029,65.9,65.29,65.985,11.7698,47.99,1.90E+11,0.0013,0.6758,65.58,17.5532,-0.0383,16.7664,3.6443,,,,,,,,
12/13/2006,65.47,6.2718,1.77E+11,8856700,2.2911,9.1195,66,65.42,65.912,8.6338,47.4304,1.90E+11,0.0008,0.6758,65.47,17.5,-0.0397,16.7156,3.6333,0.1985,,,,,,,
12/14/2006,66.25,6.2718,1.80E+11,9258300,2.2642,10.4196,66.62,65.52,65.946,76.1696,51.5728,1.92E+11,0.0001,0.6765,66.25,17.4894,-0.0388,16.7055,3.6311,,,,,,,,
12/15/2006,66.29,6.2718,1.80E+11,12798200,2.2628,10.4862,66.57,65.5,65.978,77.4517,51.7744,1.92E+11,0.0019,0.677,66.29,17.4468,-0.0386,16.6648,3.6222,-0.0301,,,,,,,
12/18/2006,66.6,5.9274,1.81E+11,7896700,2.2523,11.0029,66.84,66.22,66.01,86.1278,53.3319,1.93E+11,-0.0051,0.6812,66.6,17.4096,-0.0343,16.6292,3.6145,0.011,,,,,,,
12/19/2006,66.88,5.9274,1.82E+11,10245500,2.2428,11.4696,67.25,66.63,66.081,90.8815,54.699,1.94E+11,-0.0045,0.6814,66.88,17.3883,-0.0345,16.6089,3.6101,,,,,,,,
12/20/2006,66.43,5.9274,1.80E+11,9828300,2.258,10.7196,66.89,66.34,66.121,49.7684,52.1588,1.93E+11,-0.0057,0.6817,66.43,17.5133,-0.0344,16.7283,3.636,0.0798,,,,,,,
12/21/2006,66,5.9274,1.79E+11,8729100,2.2727,10.0029,66.38,65.88,66.115,30.1917,49.8694,1.91E+11,-0.0054,0.6841,66,17.4973,-0.0341,16.7131,3.6327,,,,,,,,
12/22/2006,65.65,5.9274,1.78E+11,6067600,2.2848,9.4195,65.95,65.45,66.085,20.3962,48.0921,1.90E+11,-0.0066,0.6842,65.65,17.4229,-0.0345,16.6419,3.6173,0.0114,,,,,,,
12/26/2006,65.64,5.4947,1.78E+11,3804300,2.2852,9.4029,65.78,65.48,66.079,20.1165,48.0415,1.90E+11,-0.0082,0.6841,65.64,17.4096,-0.035,16.6292,3.6145,0,,,,,,,
12/27/2006,66.01,5.4947,1.79E+11,5169300,2.2724,10.0195,66.15,65.78,66.122,54.6407,50.0532,1.91E+11,-0.0079,0.6845,66.01,17.2872,-0.0374,16.5124,3.5891,0,,,,,,,
12/28/2006,66.42,5.4947,1.80E+11,5450800,2.2584,10.7029,66.6,65.86,66.217,73.6031,52.1758,1.93E+11,-0.0064,0.6841,66.42,17.2287,-0.0385,16.4565,3.577,,,,,,,,
12/29/2006,66.02,5.4947,1.94E+11,5877300,2.272,10.0362,66.57,65.86,66.194,45.6658,50.03,1.91E+11,-0.0065,0.6846,66.02,17.0612,-0.041,16.2965,3.5422,,,,,,,,
1/3/2007,66.4,5.1776,1.95E+11,12845400,2.259,10.6696,67.1,66.11,66.205,64.7383,51.9712,1.93E+11,-0.0042,0.6832,66.4,17.1011,-0.0392,16.3346,3.5505,-0.084,,,,,,,
1/4/2007,67.23,5.1776,1.97E+11,11311800,2.2311,12.0529,67.62,65.9,66.268,83.5996,55.8468,1.95E+11,-0.0025,0.6847,67.23,16.7686,-0.0349,16.017,3.4814,0,,,,,,,
1/5/2007,66.62,5.1776,1.96E+11,8141100,2.2516,11.0362,67.25,66.5,66.242,52.5891,52.6187,1.93E+11,-0.004,0.6861,66.62,16.7367,-0.0356,15.9865,3.4748,,,,,,,,
1/8/2007,66.51,4.8942,1.95E+11,6180400,2.2553,10.8529,66.75,66.05,66.25,47.7937,52.0573,1.93E+11,-0.0053,0.685,66.51,16.609,-0.0395,15.8646,3.4483,,,,,,,,
1/9/2007,66.26,4.8942,1.95E+11,7149500,2.2638,10.4362,66.85,66.13,66.276,36.4597,50.7836,1.92E+11,-0.006,0.6851,66.26,16.4761,-0.0416,15.7376,3.4207,,,,,,,,
1/10/2007,66.15,4.8942,1.94E+11,6528800,2.2676,10.2529,66.56,66.07,66.326,31.5254,50.2243,1.92E+11,-0.0065,0.685,66.15,16.4441,-0.0426,15.7071,3.4141,,,,,,,,
1/11/2007,66.73,4.8942,1.96E+11,6371600,2.2479,11.2196,66.84,66.28,66.435,66.9264,53.0452,1.93E+11,-0.0055,0.686,66.73,16.4096,-0.0388,15.6741,3.4069,,,,,,,,
1/12/2007,66.64,4.8942,1.96E+11,6189400,2.2509,11.0696,66.8,66.3,66.498,59.7378,52.567,1.93E+11,-0.0071,0.6849,66.64,16.4521,-0.0375,15.7147,3.4157,0.0065,,,,,,,
1/16/2007,66.54,4.6197,1.95E+11,7964700,2.2543,10.9029,66.75,66.3,66.51,50.6675,52.0279,1.93E+11,-0.0056,0.6782,66.54,16.4149,-0.0376,15.6791,3.408,,,,,,,,
1/17/2007,66.87,4.6197,1.96E+11,9189900,2.2432,11.4529,67.38,66.42,66.595,71.8355,53.6507,1.94E+11,-0.0045,0.6779,66.87,16.5266,-0.0348,15.7858,3.4312,0.2773,,,,,,,
1/18/2007,67.71,4.6197,1.99E+11,10696500,2.2153,12.853,67.99,66.3,66.726,89.3249,57.4417,1.96E+11,-0.0016,0.6764,67.71,16.4335,-0.0379,15.6969,3.4119,0.1787,,,,,,,
1/19/2007,67.76,4.6197,1.99E+11,13473300,2.2137,12.9363,68.22,67.53,66.779,89.8857,57.6549,1.96E+11,-0.0021,0.6768,67.76,16.1622,-0.0342,15.4378,3.3555,,,,,,,,
1/22/2007,67.18,4.3685,1.97E+11,10245900,2.2328,11.9696,68.11,67.17,66.835,46.961,54.3846,1.95E+11,-0.0007,0.6755,67.18,16.1463,-0.0346,15.4226,3.3522,,,,,,,,
1/23/2007,66.5,4.3923,1.95E+11,9698800,2.2556,10.8362,67.24,66.13,66.834,25.5247,50.8839,1.93E+11,-0.003,0.6743,66.5,16.0984,-0.0354,15.3768,3.3423,,,,,,,,
1/24/2007,67.01,4.3703,1.97E+11,7665500,2.2385,11.6863,67.09,66.3,66.909,50.7936,53.2201,1.94E+11,-0.0024,0.6752,67.01,16.0931,-0.0349,15.3718,3.3412,,,,,,,,
1/25/2007,66.68,4.3782,1.96E+11,7727900,2.2496,11.1362,67.04,66.5,66.962,38.2104,51.578,1.93E+11,-0.0088,0.6708,66.68,16.1516,-0.0355,15.4277,3.3533,-0.3054,,,,,,,
1/26/2007,66.07,4.3929,1.94E+11,10773000,2.2703,10.1195,66.87,65.99,66.896,22.6514,48.7042,1.92E+11,-0.0128,0.6694,66.07,16.242,-0.0352,15.514,3.3721,0.5623,,,,,,,
1/29/2007,66.15,4.2072,1.94E+11,8152800,2.2676,10.2529,66.4,66,66.847,28.3878,49.089,1.92E+11,-0.0121,0.6709,66.15,16.2819,-0.0326,15.5521,3.3804,,,,,,,,
1/30/2007,66.39,4.2016,1.95E+11,7172100,2.2594,10.6529,66.6,66.1,66.832,46.3069,50.2474,1.92E+11,-0.012,0.671,66.39,16.1862,-0.0347,15.4607,3.3605,,,,,,,,
1/31/2007,66.8,4.1856,1.96E+11,8173100,2.2455,11.3362,67.02,66.15,66.825,67.2843,52.1707,1.94E+11,-0.0114,0.6717,66.8,16.0931,-0.0459,15.3718,3.3412,,,,,,,,
2/1/2007,67.01,4.1856,1.97E+11,9232600,2.2385,11.6863,67.07,66.5,66.755,74.8373,53.1307,1.94E+11,-0.0128,0.6701,67.01,16.0239,-0.0483,15.3057,3.3268,-0.0155,,,,,,,
2/2/2007,66.58,4.1856,1.96E+11,11317420,2.2529,10.9696,67.15,66.49,66.637,43.7878,50.9639,1.93E+11,-0.0156,0.6691,66.58,15.9654,-0.0484,15.2498,3.3147,,,,,,,,
2/5/2007,66.3,4.0985,1.95E+11,7526200,2.2624,10.5029,66.6,66.1,66.549,31.1603,49.6013,1.92E+11,-0.017,0.6678,66.3,15.9574,-0.0482,15.2422,3.313,,,,,,,,
2/6/2007,66,4.0985,1.94E+11,8180100,2.2727,10.0029,66.43,65.79,66.499,21.2921,48.1737,1.91E+11,-0.0179,0.6677,66,16.0479,-0.0469,15.3286,3.3318,,,,,,,,
2/7/2007,65.8,4.0985,1.93E+11,7795300,2.2796,9.6695,66.1,65.65,66.378,16.1709,47.2361,1.91E+11,-0.0186,0.6676,65.8,15.3333,-0.0483,14.7331,3.1819,,,,,,,,
2/8/2007,65.76,4.0985,1.93E+11,7340100,2.281,9.6029,65.97,65.6,66.286,15.0826,47.0467,1.91E+11,-0.0182,0.6676,65.76,15.3333,-0.0483,14.7331,3.1819,0.4291,,14.1423,4819999744,0.7366,17.1111,23.4179,14.0565
2/9/2007,65.6,4.0985,1.93E+11,7107600,2.2866,9.3362,66.1,65.53,66.239,10.7441,46.2786,1.90E+11,-0.0184,0.668,65.6,15.2926,-0.049,14.694,3.1735,,,,,,,,
2/12/2007,65.46,4.1395,1.92E+11,6067741,2.2915,9.1029,65.87,65.36,66.17,7.7995,45.6047,1.90E+11,-0.0168,0.6677,65.46,15.43,-0.0492,14.826,3.202,,,,,,,,
2/13/2007,65.38,4.1395,1.92E+11,8583851,2.2943,8.9695,65.52,65.28,66.069,6.3158,45.2155,1.90E+11,-0.0177,0.6665,65.38,15.5954,-0.045,14.9849,3.2363,,,,,,,,
2/14/2007,65.85,4.1395,1.93E+11,7255107,2.2779,9.7529,65.9,65.4,65.974,64.9959,47.917,1.91E+11,-0.0171,0.6673,65.85,15.6616,-0.047,15.0485,3.2501,,,,,,,,
2/15/2007,65.79,4.1395,1.93E+11,7350800,2.28,9.6529,65.93,65.59,65.852,58.0351,47.607,1.91E+11,-0.0168,0.6676,65.79,15.6819,-0.0474,15.0681,3.2543,0.3924,,,,,,,
2/16/2007,65.51,4.1395,1.92E+11,12927800,2.2897,9.1862,65.74,65.24,65.745,33.1691,46.1651,1.90E+11,-0.017,0.6677,65.51,15.6921,-0.0474,15.0779,3.2564,-0.1019,,,,,,,
2/20/2007,65.46,4.2252,1.92E+11,9384300,2.2915,9.1029,65.83,65.26,65.661,29.7543,45.9082,1.90E+11,-0.0177,0.668,65.46,15.7481,-0.0465,15.1316,3.268,,,,,,,,
2/21/2007,65,4.2252,1.91E+11,12036400,2.3077,8.3362,65.4,64.96,65.561,12.2914,43.5994,1.88E+11,-0.0189,0.6684,65,15.7557,-0.0459,15.139,3.2696,0.5678,,,,,,,
2/22/2007,64.78,4.2252,1.90E+11,12931000,2.3155,7.9695,65.07,64.65,65.459,8.6496,42.5409,1.87E+11,-0.0195,0.6685,64.78,15.8651,-0.0437,15.2441,3.2923,0.6583,,,,,,,
2/23/2007,64.15,4.2252,1.88E+11,11588200,2.3383,7.5445,64.61,63.99,65.298,3.8059,39.6867,1.86E+11,-0.0216,0.6691,64.15,16.0356,-0.0375,15.4079,3.3277,-0.0132,,,,,,,
2/26/2007,64.3,4.3097,1.89E+11,10483197,2.3328,7.7959,64.49,64.01,65.168,19.8381,40.6672,1.86E+11,-0.0204,0.6665,64.3,16.4249,-0.0294,15.782,3.4085,0,,,,,,,
2/27/2007,63.05,4.3097,1.85E+11,18720600,2.3791,5.7004,64.24,62.72,64.927,6.434,35.6684,1.82E+11,-0.0209,0.6686,63.05,16.3944,-0.0302,15.7526,3.4021,,,,,,,,
2/28/2007,62.93,4.3097,1.85E+11,16705700,2.3836,5.4992,63.72,62.82,64.682,5.8635,35.2383,1.82E+11,-0.0218,0.6679,62.93,16.5242,-0.0264,15.8773,3.4291,,,,,,,,
3/1/2007,62.45,4.3097,1.83E+11,14580139,2.4019,4.6945,62.93,61.75,64.342,3.8273,33.5634,1.81E+11,-0.0256,0.6661,62.45,16.57,-0.0278,15.9213,3.4386,,,,,,,,
3/2/2007,61.95,4.3097,1.82E+11,13773000,2.4213,3.8563,62.45,61.73,63.958,2.4811,31.928,1.79E+11,-0.027,0.667,61.95,16.4758,-0.0341,15.8309,3.419,,,,,,,,
3/5/2007,61.83,4.308,1.81E+11,16051400,2.426,3.6551,62.35,61.45,63.59,2.2022,31.5464,1.79E+11,-0.0295,0.6623,61.83,16.4097,-0.0356,15.7673,3.4053,0.3185,,,,,,,
3/6/2007,61.7,4.308,1.81E+11,19244550,2.4311,3.4372,62.22,61.37,63.214,1.8621,31.1294,1.79E+11,-0.0312,0.6578,61.7,16.458,-0.0354,15.8138,3.4153,,,,,,,,
3/7/2007,61.86,4.308,1.82E+11,14139800,2.4248,3.7054,62.53,61.59,62.9,23.6348,32.2693,1.79E+11,-0.0304,0.6574,61.86,16.3461,-0.0379,15.7062,3.3921,,,,,,,,
3/8/2007,61.72,4.308,1.81E+11,14670700,2.4303,3.4707,62.25,61.65,62.594,18.3047,31.793,1.79E+11,-0.0312,0.6561,61.72,16.3282,-0.0389,15.6891,3.3884,,,,,,,,
3/9/2007,62.14,4.308,1.82E+11,10011500,2.4139,4.1748,62.31,61.94,62.393,59.4532,34.7805,1.80E+11,-0.0296,0.6558,62.14,16.341,-0.0375,15.7013,3.391,0,,,,,,,
3/12/2007,61.79,4.3252,1.81E+11,13310600,2.4276,3.588,62.35,61.41,62.142,36.4832,33.515,1.79E+11,-0.0313,0.6545,61.79,16.4275,-0.0362,15.7844,3.409,-0.0368,,,,,,,
3/13/2007,60.77,4.3252,1.78E+11,17202700,2.4683,1.8781,61.73,60.61,61.914,13.568,30.202,1.76E+11,-0.0327,0.6586,60.77,16.4071,-0.0366,15.7649,3.4048,,,,,,,,
3/14/2007,60.71,4.3252,1.78E+11,16218104,2.4708,1.7775,61.15,60.11,61.692,12.8555,30.0215,1.76E+11,-0.0335,0.6579,60.71,16.3664,-0.0375,15.7258,3.3963,0,,,,,,,
3/15/2007,60.53,4.3252,1.78E+11,10110146,2.4781,1.4757,60.81,60.35,61.5,10.3984,29.4745,1.75E+11,-0.0334,0.6564,60.53,16.4071,-0.04,15.7649,3.4048,,,,,,,,
3/16/2007,60.51,4.3252,1.78E+11,15556300,2.4789,1.4422,60.88,60.25,61.356,10.0774,29.4129,1.75E+11,-0.0333,0.6564,60.51,16.3511,-0.0415,15.7111,3.3932,,,,,,,,
3/19/2007,60.73,4.3549,1.78E+11,10425360,2.4699,1.811,60.8,60.37,61.246,40.4246,31.0524,1.76E+11,-0.0334,0.6556,60.73,16.2087,-0.0445,15.5742,3.3636,0,,,,,,,
3/20/2007,61.07,4.3549,1.79E+11,9903850,2.4562,2.381,61.34,60.65,61.183,66.5746,33.521,1.77E+11,-0.0329,0.6562,61.07,16.313,-0.0431,15.6744,3.3852,,,,,,,,
3/21/2007,61.22,4.3549,1.80E+11,16304980,2.4502,2.6325,61.32,60.48,61.119,74.0984,34.5899,1.77E+11,-0.0338,0.6534,61.22,15.9033,-0.0386,15.2808,3.3002,0.2174,,,,,,,
3/22/2007,60.86,4.3549,1.79E+11,13321587,2.4647,2.0289,61.48,60.79,61.033,40.9309,33.2621,1.76E+11,-0.0359,0.6549,60.86,15.8448,-0.0383,15.2245,3.2881,-0.2865,,,,,,,
3/23/2007,60.51,4.3549,1.78E+11,17677956,2.4789,1.4422,61.25,60.35,60.87,24.765,32.0258,1.75E+11,-0.0412,0.6546,60.51,15.9313,-0.0343,15.3077,3.306,0.0332,,,,,,,
3/26/2007,60.25,4.3452,1.77E+11,17387414,2.4896,1.0063,60.8,59.87,60.716,17.1968,31.1364,1.74E+11,-0.0425,0.6543,60.25,15.7303,-0.0387,15.1145,3.2643,-0.2588,,,,,,,
3/27/2007,60.03,4.3452,1.76E+11,12692375,2.4988,0.6375,60.21,59.98,60.642,12.3907,30.3974,1.74E+11,-0.0426,0.6544,60.03,16.0433,-0.039,15.4152,3.3293,,,,,,,,
3/28/2007,60,4.3452,1.76E+11,16112364,2.5,0.5872,60.4,59.87,60.571,11.7207,30.296,1.74E+11,-0.0418,0.6534,60,15.9644,-0.0407,15.3395,3.3129,-0.1207,,,,,,,
3/29/2007,60.34,4.3452,1.77E+11,16849846,2.4859,1.1572,60.48,60.02,60.552,54.0035,32.9201,1.75E+11,-0.0405,0.6533,60.34,16.1374,-0.0409,15.5057,3.3488,-0.0852,,,,,,,
3/30/2007,60.26,4.3452,1.76E+11,13275040,2.4892,1.0231,60.45,59.95,60.527,46.1945,32.6212,1.74E+11,-0.0398,0.6551,60.26,16.1628,-0.0387,15.5302,3.3541,0.0033,,,,,,,
4/2/2007,60.1,4.3347,1.75E+11,9734125,2.4958,0.7548,60.4,60.03,60.464,32.2181,32.0196,1.74E+11,-0.0409,0.653,60.1,16.1781,-0.038,15.5448,3.3573,,,,,,,,
4/3/2007,60.64,4.3347,1.77E+11,12062283,2.4736,1.6601,60.87,60.25,60.421,73.2266,36.1316,1.76E+11,-0.04,0.6544,60.64,16.2366,-0.0362,15.6011,3.3694,,,,,,,,
4/4/2007,61.29,4.3347,1.79E+11,12996550,2.4474,2.7498,61.35,60.55,60.428,87.2043,40.6052,1.77E+11,-0.0379,0.6546,61.29,16.1527,-0.0385,15.5204,3.352,,,,,,,,
4/5/2007,61.55,4.3347,1.80E+11,9694862,2.437,3.1857,61.9,61.23,60.497,90.2564,42.2782,1.78E+11,-0.0398,0.6532,61.55,16.0789,-0.0397,15.4495,3.3367,,,,,,,,
4/9/2007,61.63,4.3696,1.80E+11,5829622,2.4339,3.3198,61.75,61.37,60.609,91.2227,42.7911,1.78E+11,-0.0394,0.6516,61.63,16.0433,-0.0401,15.4152,3.3293,,,,,,,,
4/10/2007,61.67,4.3696,1.80E+11,9137522,2.4323,3.3869,61.87,61.46,60.751,91.8304,43.0529,1.79E+11,-0.0395,0.6516,61.67,16.0865,-0.0401,15.4568,3.3382,,,,,,,,
4/11/2007,61.89,4.3696,1.81E+11,14770530,2.4237,3.7557,62.29,61.5,60.937,94.8002,44.4977,1.79E+11,-0.038,0.6501,61.89,16.0992,-0.0396,15.469,3.3409,0.1726,,,,,,,
4/12/2007,61.92,4.3696,1.81E+11,9352794,2.4225,3.806,61.95,61.5,61.129,95.1601,44.6956,1.79E+11,-0.0373,0.6507,61.92,16.1349,-0.0395,15.5033,3.3483,,,,,,,,
4/13/2007,62.35,4.3696,1.82E+11,14546116,2.4058,4.5269,62.38,61.89,61.33,98.0547,47.4732,1.81E+11,-0.0373,0.6532,62.35,16.1832,-0.036,15.5497,3.3583,0.2756,,,,,,,
4/16/2007,63.02,4.3561,1.84E+11,13396773,2.3802,5.6501,63.02,62.41,61.606,99.1887,51.4069,1.82E+11,-0.041,0.6663,63.02,16.1094,-0.0362,15.4788,3.343,0.5046,,,,,,,
4/17/2007,64.55,4.3561,1.88E+11,29072832,2.3238,8.2151,65.4,64.43,62.051,99.7293,58.7114,1.87E+11,-0.0364,0.6674,64.55,16.0051,-0.0362,15.3786,3.3213,,,,,,,,
4/18/2007,64.43,4.3561,1.88E+11,11756974,2.3281,8.0139,64.77,64.15,62.43,92.4798,58.004,1.87E+11,-0.0367,0.6674,64.43,15.7761,-0.0354,15.1585,3.2738,0.4153,,,,,,,
4/19/2007,64.94,4.3561,1.89E+11,12534289,2.3098,8.8689,65.03,64.3,62.795,94.8612,60.1168,1.88E+11,-0.0345,0.6674,64.94,15.8092,-0.0344,15.1903,3.2807,,,,,,,,
4/20/2007,65.12,4.3561,1.90E+11,15794598,2.3034,9.1706,65.45,64.87,63.152,95.599,60.8362,1.89E+11,-0.0331,0.664,65.12,15.8448,-0.0331,15.2245,3.2881,,,,,,,,
4/23/2007,64.75,4.3572,1.89E+11,10862303,2.3166,8.5504,65.12,64.68,63.464,66.2643,58.589,1.87E+11,-0.0339,0.671,64.75,15.7328,-0.033,15.117,3.2648,0.1056,,,,,,,
4/24/2007,64.49,4.3572,1.88E+11,10369074,2.3259,8.1145,65.15,64.36,63.746,50.0698,57.0569,1.87E+11,-0.0346,0.6711,64.49,15.8219,-0.0323,15.2025,3.2833,,,,,,,,
4/25/2007,64.68,4.3572,1.89E+11,12907874,2.3191,8.433,65.12,64.5,64.025,60.6195,57.8894,1.87E+11,-0.0349,0.6705,64.68,15.8906,-0.0321,15.2686,3.2976,,,,,,,,
4/26/2007,64.24,4.3572,1.87E+11,10533041,2.5841,7.6954,64.7,64.15,64.257,34.9603,55.3202,1.86E+11,-0.0355,0.6699,64.24,15.972,-0.0305,15.3468,3.3145,-0.1294,,,,,,,
4/27/2007,64.17,4.3572,1.87E+11,9817509,2.5869,7.578,64.53,63.85,64.439,31.7529,54.9191,1.86E+11,-0.0362,0.6696,64.17,15.8601,-0.0328,15.2392,3.2912,-0.0472,,,,,,,
4/30/2007,64.22,4.3422,1.87E+11,13917873,2.5849,7.6618,64.37,63.75,64.559,37.861,55.1594,1.86E+11,-0.0357,0.6634,64.22,15.883,-0.0325,15.2612,3.296,0.6699,,,,,,,
5/1/2007,64.56,4.3422,1.88E+11,10040340,2.5713,8.2318,64.94,64.26,64.56,67.5157,56.7796,1.87E+11,-0.0349,0.6637,64.56,15.7863,-0.0328,15.1683,3.2759,,,,,,,,
5/2/2007,64.48,4.3422,1.88E+11,8171666,2.5744,8.0977,64.8,64,64.565,57.783,56.2846,1.87E+11,-0.0356,0.6629,64.48,15.8041,-0.0334,15.1854,3.2796,,,,,,,,
5/3/2007,64.32,4.3422,1.88E+11,9019223,2.5808,7.8295,64.8,64.14,64.503,40.3382,55.2873,1.86E+11,-0.0365,0.6624,64.32,15.4529,-0.0272,14.848,3.2068,,,,,,,,
5/4/2007,64.48,4.3422,1.88E+11,6489250,2.5744,8.0977,64.79,64.16,64.439,58.9347,56.0921,1.87E+11,-0.0339,0.6677,64.48,15.5496,-0.0264,14.9409,3.2268,,,,,,,,
5/7/2007,64.26,4.2911,1.88E+11,10865328,2.5833,7.7289,64.33,63.59,64.39,35.8729,54.6918,1.86E+11,-0.0346,0.6685,64.26,15.687,-0.0233,15.073,3.2553,0.1465,,,,,,,
5/8/2007,63.7,4.2911,1.86E+11,10958419,2.606,6.7901,64.09,63.5,64.311,14.3831,51.3184,1.84E+11,-0.0362,0.669,63.7,15.6361,-0.023,15.0241,3.2448,,,,,,,,
5/9/2007,64.11,4.2911,1.87E+11,13769600,2.5893,7.4774,64.29,63.31,64.254,48.3579,53.4911,1.86E+11,-0.0352,0.6694,64.11,15.6489,-0.0224,15.0363,3.2474,,,,,,,,
5/10/2007,62.5,4.3261,1.83E+11,23574390,2.656,4.7783,64.01,62.47,64.08,14.4897,45.2814,1.81E+11,-0.0392,0.6776,62.5,15.405,-0.0195,14.3792,3.1373,,,,,,,,
5/11/2007,62.27,4.3319,1.82E+11,23867428,2.6658,4.3927,63.03,61.65,63.89,12.5989,44.2771,1.80E+11,-0.0409,0.675,62.27,15.405,-0.0195,14.3792,3.1373,,,14.9014,4560999936,0.8134,20.3622,24.1613,13.0692
5/14/2007,62.61,4.1713,1.83E+11,16801674,2.6513,4.9627,63.46,62.56,63.729,32.2134,46.105,1.81E+11,-0.0392,0.6729,62.61,15.4625,-0.0183,14.4329,3.1491,,,,,,,,
5/15/2007,61.82,4.1713,1.81E+11,21867846,2.6852,3.6383,62.4,61.66,63.455,18.0754,42.7354,1.79E+11,-0.0416,0.6736,61.82,15.4875,-0.0183,14.4562,3.1541,0.332,,,,,,,
5/16/2007,63.05,4.2334,1.84E+11,17215384,2.6328,5.7004,63.37,62.41,63.312,59.5432,48.7664,1.83E+11,-0.0388,0.6779,63.05,15.57,-0.016,14.5332,3.1709,,,,,,,,
5/17/2007,62.74,4.2413,1.83E+11,13160020,2.6458,5.1807,63.1,62.53,63.154,49.9793,47.4631,1.82E+11,-0.0397,0.6779,62.74,15.5325,-0.0168,14.4982,3.1633,,,,,,,,
5/18/2007,63.42,4.2242,1.85E+11,13378690,2.6175,6.3207,63.63,62.8,63.048,67.2746,50.467,1.84E+11,-0.0367,0.6824,63.42,15.68,-0.0122,14.6359,3.1933,,,,,,,,
5/21/2007,63.52,4.1062,1.85E+11,10855682,2.6134,6.4883,64.03,63.38,62.974,69.5937,50.8941,1.84E+11,-0.035,0.6831,63.52,15.55,-0.0122,14.5146,3.1669,,,,,,,,
5/22/2007,63.58,4.1047,1.86E+11,8901909,2.6109,6.5889,63.88,63.3,62.962,71.4167,51.1556,1.84E+11,-0.0347,0.683,63.58,15.715,-0.0111,14.6686,3.2005,0.1209,,,,,,,
5/23/2007,63.81,4.0997,1.86E+11,9822246,2.6015,6.9745,64.1,63.64,62.932,78.7444,52.1654,1.85E+11,-0.0337,0.6828,63.81,15.84,-0.01,14.7853,3.2259,0.4901,,,,,,,
5/24/2007,63.48,4.1078,1.85E+11,11036302,2.615,7.117,64.08,63.46,63.03,50.7459,50.6123,1.84E+11,-0.0347,0.6828,63.48,15.8575,-0.0077,14.8016,3.2295,0.1001,,,,,,,
