Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Free Cash Flow,Price to Sales Ratio,News Sentiment - Daily Average,Twitter Sentiment Daily Average,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital
2/14/2012,64.61,33.8244,1.64E+11,8978588,3.5289,25.9431,64.86,64.33,65.139,17.1764,48.6639,1.76E+11,-0.0193,0.6915,64.61,13.0051,-0.0261,15.6066,2.7386,0.029,,,,,,,
2/15/2012,64.65,33.8111,1.64E+11,9023376,3.5267,26.021,64.95,64.4701,65.035,27.2893,48.8778,1.77E+11,-0.0185,0.6913,64.65,12.9831,-0.0273,15.5801,2.7339,,,,,,,,
2/16/2012,64.92,33.7231,1.65E+11,8194493,3.512,26.5473,65.16,64.44,64.968,67.4858,50.3235,1.77E+11,-0.0188,0.6912,64.92,13.0553,-0.0236,15.6667,2.7491,0.1141,,,,,,,
2/17/2012,64.99,33.7004,1.65E+11,9057483,3.5082,26.6838,65.28,64.81,64.903,73.2391,50.6974,1.77E+11,-0.0195,0.691,64.99,13.1014,-0.0258,15.7221,2.7588,-0.286,,,,,,,
2/21/2012,65.04,33.2565,1.65E+11,8083421,3.5055,26.7812,65.24,64.75,64.888,77.504,50.9701,1.78E+11,-0.0172,0.6909,65.04,13.0512,-0.0268,15.6619,2.7483,0.2251,,,,,,,
2/22/2012,65,33.2692,1.65E+11,8151430,3.5077,26.7033,65.34,64.87,64.862,65.0613,50.7378,1.78E+11,-0.0169,0.6909,65,13.0492,-0.0276,15.6595,2.7478,,,,,,,,
2/23/2012,65.1,33.1301,1.66E+11,8995376,3.5023,26.8982,66.05,64.9,64.848,78.191,51.3116,1.79E+11,-0.0178,0.6912,65.1,13.0593,-0.0265,15.6715,2.75,,,,,,,,
2/24/2012,64.46,33.3345,1.64E+11,10478532,3.5371,26.7618,64.79,64.19,64.805,16.9699,47.6381,1.77E+11,-0.0194,0.6913,64.46,13.0773,-0.03,15.6932,2.7538,,,,,,,,
2/27/2012,64.45,32.224,1.64E+11,8522935,3.5376,26.7421,64.64,64.02,64.79,16.6641,47.583,1.77E+11,-0.0184,0.6913,64.45,13.0272,-0.0299,15.633,2.7432,0.0949,,,,,,,
2/28/2012,65.18,32.0029,1.66E+11,11581419,3.498,28.1776,65.42,64.5,64.84,71.971,51.7911,1.79E+11,-0.0165,0.6915,65.18,12.9871,-0.0306,15.5849,2.7348,-0.0657,,,,,,,
2/29/2012,65.08,32.0334,1.66E+11,11490055,3.5034,27.981,65.26,64.71,64.887,63.3342,51.2085,1.79E+11,-0.0163,0.6914,65.08,12.9269,-0.0307,15.5127,2.7221,0.0799,,,,,,,
3/1/2012,64.83,32.1102,1.65E+11,8813804,3.5169,27.4894,65.26,64.64,64.905,43.6783,49.7609,1.78E+11,-0.0176,0.6911,64.83,12.945,-0.0308,15.5344,2.7259,,,,,,,,
3/2/2012,64.77,32.1286,1.65E+11,6063903,3.5201,27.3714,64.87,64.565,64.89,39.2887,49.4141,1.78E+11,-0.0174,0.6911,64.77,13.0693,-0.0272,15.6836,2.7521,0.033,,,,,,,
3/5/2012,64.91,31.3399,1.66E+11,7603632,3.5126,27.6467,64.96,64.54,64.882,55.0867,50.251,1.78E+11,-0.0165,0.6909,64.91,13.1154,-0.0265,15.7389,2.7618,-0.2389,,,,,,,
3/6/2012,64.35,31.5244,1.64E+11,9511003,3.5431,26.5454,64.73,64.19,64.813,21.5074,47.0312,1.77E+11,-0.0171,0.691,64.35,13.1595,-0.0247,15.7919,2.7711,-0.408,,,,,,,
3/7/2012,64.3,31.54,1.64E+11,8591783,3.5459,26.4471,64.46,64.12,64.743,19.8841,46.7545,1.77E+11,-0.018,0.6907,64.3,13.1435,-0.0247,15.7726,2.7677,0.5407,,,,,,,
3/8/2012,64.85,31.3725,1.65E+11,11311176,3.5158,27.5287,65.08,64.74,64.718,64.3196,50.0956,1.78E+11,-0.0173,0.691,64.85,13.1642,-0.0239,15.3161,2.7865,-0.3035,,,,,,,
3/9/2012,64.74,31.4058,1.65E+11,8410903,3.5218,27.3124,64.995,64.59,64.746,55.144,49.4535,1.78E+11,-0.018,0.6909,64.74,13.1642,-0.0239,15.3161,2.7865,0.4169,,22.3497,5336999936,2.1148,24.227,15.6761,24.0661
3/12/2012,65.1,30.382,1.66E+11,7284622,3.5023,28.0203,65.15,64.54,64.811,73.6189,51.5555,1.79E+11,-0.0159,0.691,65.1,13.2141,-0.0251,15.3741,2.7971,0.5813,,,,,,,
3/13/2012,65.33,29.9482,1.67E+11,9884040,3.49,28.4726,65.44,65.03,64.826,81.0849,52.8513,1.79E+11,-0.0182,0.6902,65.33,13.1482,-0.0259,15.2975,2.7831,0.3691,,,,,,,
3/14/2012,65.08,30.0211,1.66E+11,9612125,3.5034,27.981,65.38,65.02,64.826,55.4836,51.3081,1.79E+11,-0.0188,0.6902,65.08,13.0504,-0.0262,15.1837,2.7624,0.2552,,,,,,,
3/15/2012,65.07,29.6427,1.66E+11,11375346,3.5039,27.9613,65.38,64.85,64.85,54.452,51.2462,1.79E+11,-0.0194,0.6901,65.07,13.0405,-0.0263,15.1721,2.7603,,,,,,,,
3/16/2012,65.12,29.6282,1.66E+11,17707140,3.5012,28.0597,65.46,64.81,64.885,60.026,51.5486,1.79E+11,-0.0185,0.6904,65.12,12.9566,-0.0243,15.0746,2.7426,-0.0582,,,,,,,
3/19/2012,65.21,28.0195,1.66E+11,7321718,3.4964,28.2366,65.27,64.9,64.915,69.9537,52.1019,1.79E+11,-0.0204,0.6906,65.21,12.8129,-0.024,14.9074,2.7122,-0.132,,,,,,,
3/20/2012,64.96,28.0904,1.66E+11,7760524,3.5099,27.745,65.13,64.76,64.976,34.3785,50.4466,1.78E+11,-0.0203,0.6908,64.96,12.799,-0.025,14.8912,2.7092,0.3021,,,,,,,
3/21/2012,64.76,28.1468,1.65E+11,7839558,3.5207,27.3517,65.07,64.64,65.022,21.3496,49.1542,1.78E+11,-0.0207,0.6908,64.76,12.803,-0.0256,14.8958,2.71,0.767,,,,,,,
3/22/2012,64.46,28.232,1.64E+11,10621204,3.5371,26.7618,64.69,64.4,64.983,11.5234,47.2748,1.77E+11,-0.0208,0.6908,64.46,12.6812,-0.0292,14.7542,2.6843,,,,,,,,
3/23/2012,64.55,28.2061,1.65E+11,8062435,3.5321,26.9387,64.71,64.37,64.964,26.704,47.8931,1.77E+11,-0.0209,0.6908,64.55,12.769,-0.0253,14.8563,2.7029,0.1182,,,,,,,
3/26/2012,65.17,27.1283,1.66E+11,8504151,3.4985,28.158,65.26,64.83,64.971,73.5676,51.9118,1.79E+11,-0.0182,0.6907,65.17,12.8169,-0.0293,14.9121,2.713,-0.1327,,,,,,,
3/27/2012,65.4,27.0661,1.67E+11,10723717,3.4862,28.6103,65.5,65.22,64.978,80.504,53.2942,1.80E+11,-0.018,0.6904,65.4,12.6253,-0.0331,14.6891,2.6724,-0.0395,,,,,,,
3/28/2012,65.62,27.0065,1.67E+11,10305555,3.4746,29.0429,65.62,65.18,65.032,85.8366,54.586,1.80E+11,-0.0167,0.6902,65.62,12.5794,-0.0332,14.6357,2.6627,0.1229,,,,,,,
3/29/2012,65.54,27.0281,1.67E+11,9553285,3.4788,28.8856,65.54,65.2,65.079,74.6928,54.0239,1.80E+11,-0.0168,0.6902,65.54,12.7152,-0.0285,14.7936,2.6915,,,,,,,,
3/30/2012,65.96,26.9148,1.67E+11,11308445,3.4566,29.7115,66.18,65.58,65.163,87.4864,56.4589,1.81E+11,-0.0161,0.6903,65.96,12.6473,-0.0222,14.7147,2.6771,,,,,,,,
4/2/2012,66.21,26.0864,1.67E+11,8785901,3.4436,30.2032,66.3,65.82,65.263,91.3781,57.834,1.82E+11,-0.0165,0.6908,66.21,12.7271,-0.0203,14.8076,2.694,0.0106,,,,,,,
4/3/2012,65.88,26.2048,1.66E+11,9128402,3.4608,29.5542,66.155,65.5,65.355,56.5538,55.443,1.81E+11,-0.0171,0.6909,65.88,12.8588,-0.02,14.9608,2.7219,0.0535,,,,,,,
4/4/2012,65.39,26.3352,1.65E+11,9432229,3.4868,28.5906,65.7,65.355,65.418,30.5892,52.1323,1.80E+11,-0.0174,0.691,65.39,12.9227,-0.0197,15.0351,2.7354,-0.1874,,,,,,,
4/5/2012,65.34,26.3485,1.65E+11,7922631,3.4894,28.4923,65.38,65.09,65.506,28.5808,51.8057,1.79E+11,-0.0175,0.691,65.34,12.9407,-0.0192,15.056,2.7392,,,,,,,,
4/9/2012,64.92,25.5107,1.64E+11,6363359,3.512,27.6664,65.23,64.88,65.543,15.641,49.1315,1.78E+11,-0.0162,0.6913,64.92,12.9926,-0.0176,15.1164,2.7502,0.0238,,,,,,,
4/10/2012,64.2,25.7029,1.62E+11,12793985,3.5514,26.2505,64.86,64.16,65.446,7.2272,45.011,1.76E+11,-0.0164,0.6916,64.2,13.0165,-0.0187,15.1443,2.7552,0.6717,,,,,,,
4/11/2012,64.13,25.722,1.62E+11,10434100,3.5553,26.1128,64.69,63.96,65.319,6.7015,44.6345,1.76E+11,-0.0173,0.6913,64.13,13.0385,-0.0176,15.1698,2.7599,0.1694,,,,,,,
4/12/2012,64.15,25.7164,1.62E+11,13122221,3.5542,26.1521,64.15,63.68,65.172,9.5221,44.7711,1.76E+11,-0.0186,0.6906,64.15,13.0405,-0.0166,15.1721,2.7603,-0.0427,,,,,,,
4/13/2012,63.54,25.8834,1.60E+11,11226567,3.5883,24.9526,64,63.52,64.972,3.9956,41.5389,1.74E+11,-0.0209,0.6908,63.54,12.9207,-0.0164,15.0328,2.735,-0.2095,,,,,,,
4/16/2012,63.98,25.3729,1.61E+11,10503199,3.5636,25.8178,64.16,63.67,64.774,41.0278,44.5272,1.76E+11,-0.018,0.6917,63.98,12.9327,-0.0215,15.0467,2.7375,0.0716,,,,,,,
4/17/2012,64.22,25.1528,1.62E+11,18322884,3.5503,26.2898,64.28,63.27,64.575,55.1747,46.0823,1.76E+11,-0.0215,0.6907,64.22,12.9686,-0.0205,15.0885,2.7451,,,,,,,,
4/18/2012,63.26,25.4121,1.59E+11,20568316,3.6042,24.4019,63.92,63.12,64.313,22.6186,41.2923,1.74E+11,-0.024,0.6912,63.26,12.8289,-0.0222,14.926,2.7155,-0.1272,,,,,,,
4/19/2012,63.03,25.1511,1.59E+11,15189095,3.6173,23.9496,63.535,62.76,64.077,18.6615,40.2552,1.73E+11,-0.024,0.6912,63.03,12.8868,-0.0211,14.9933,2.7278,0.1589,,,,,,,
4/20/2012,63.71,24.9672,1.60E+11,14320669,3.5787,25.2869,63.97,63.2,63.914,54.198,44.5171,1.75E+11,-0.0211,0.6915,63.71,12.8409,-0.0219,14.9399,2.7181,,,,,,,,
4/23/2012,63.37,24.4357,1.60E+11,10122222,3.5979,24.6182,63.69,63.3,63.759,40.8218,42.933,1.74E+11,-0.0176,0.6916,63.37,12.7591,-0.0221,14.8447,2.7007,0.2188,,,,,,,
4/24/2012,63.77,24.3275,1.61E+11,9023247,3.5753,25.4049,63.79,63.36,63.716,58.7762,45.3018,1.75E+11,-0.0163,0.6917,63.77,12.6952,-0.0219,14.7704,2.6872,0,,,,,,,
4/25/2012,64.43,24.155,1.62E+11,11162751,3.5387,26.7028,64.58,63.84,63.746,76.4557,48.9209,1.77E+11,-0.0157,0.692,64.43,12.7152,-0.0207,14.7936,2.6915,0.2349,,,,,,,
4/26/2012,64.75,24.0725,1.63E+11,9139768,3.7683,27.332,64.97,64.26,63.806,82.0533,50.5616,1.78E+11,-0.0154,0.6921,64.75,12.6832,-0.0202,14.7565,2.6847,,,,,,,,
4/27/2012,64.84,24.0495,1.64E+11,9876285,3.7631,27.509,65.13,64.68,63.936,83.6893,51.0193,1.78E+11,-0.0165,0.6931,64.84,12.6433,-0.0193,14.71,2.6762,0.1096,,,,,,,
4/30/2012,65.1,23.2623,1.64E+11,11362495,3.7481,28.0203,65.39,64.84,64.048,88.3078,52.3381,1.79E+11,-0.0151,0.6926,65.1,12.6673,-0.0192,14.7379,2.6813,-0.5092,,,,,,,
5/1/2012,65.22,23.2864,1.65E+11,10108376,3.7412,28.2563,65.36,64.8,64.148,90.2242,52.9431,1.79E+11,-0.017,0.6917,65.22,12.6772,-0.0191,14.7495,2.6834,-0.3253,,,,,,,
5/2/2012,65.33,23.2589,1.65E+11,8349654,3.7349,28.4726,65.33,64.84,64.355,92.0222,53.5027,1.79E+11,-0.0164,0.6916,65.33,12.6273,-0.0207,14.6915,2.6729,0.3095,,,,,,,
5/3/2012,65.34,23.2564,1.65E+11,10433086,3.7343,28.4923,65.485,65.1,64.586,92.2174,53.5546,1.79E+11,-0.0155,0.6913,65.34,12.5934,-0.0218,14.652,2.6657,0.3821,,,,,,,
5/4/2012,64.74,23.4074,1.63E+11,10303267,3.7689,27.3124,65.29,64.74,64.689,28.8003,50.0819,1.78E+11,-0.0163,0.692,64.74,12.4757,-0.0232,14.515,2.6408,0.3841,,,,,,,
5/7/2012,64.8,22.83,1.63E+11,8387726,3.7654,27.4304,65.02,64.51,64.832,35.4581,50.4145,1.78E+11,-0.0177,0.691,64.8,12.4916,-0.0321,14.5336,2.6441,0.3,,,,,,,
5/8/2012,64.98,22.7775,1.64E+11,12492582,3.755,27.7843,64.98,64.55,64.953,54.5731,51.4191,1.78E+11,-0.0165,0.6911,64.98,12.4158,-0.0319,14.4453,2.6281,0.8543,,,,,,,
5/9/2012,64.28,22.9538,1.62E+11,10653195,3.7959,26.4078,64.88,64.25,64.938,20.0075,47.5439,1.77E+11,-0.0179,0.6915,64.28,12.4597,-0.0302,14.4964,2.6374,0.274,,,,,,,
5/10/2012,64.57,22.8803,1.63E+11,7702056,3.7788,26.9781,64.86,64.39,64.92,42.6002,49.1852,1.77E+11,-0.0173,0.6916,64.57,12.33,-0.0305,14.3455,2.6099,,,,,,,,
5/11/2012,64.34,22.9386,1.62E+11,37824532,3.7924,26.5258,64.99,64.23,64.87,31.8864,47.9542,1.77E+11,-0.0177,0.6916,64.34,12.4417,-0.0296,14.4755,2.6336,-0.4781,,,,,,,
5/14/2012,63.93,22.5236,1.61E+11,39687976,3.8167,25.7195,64.1,63.56,64.753,19.0653,45.8385,1.76E+11,-0.0176,0.6923,63.93,12.4158,-0.0316,14.4453,2.6281,0.1975,,,,,,,
5/15/2012,63.61,22.5942,1.60E+11,8499912,3.8359,25.0902,64.14,63.41,64.592,12.9631,44.2618,1.75E+11,-0.0176,0.6924,63.61,12.5335,-0.0311,14.5823,2.653,0.1135,,,,,,,
5/16/2012,63.71,22.5687,1.61E+11,10019001,3.8299,25.2869,63.93,63.45,64.43,24.3178,44.8748,1.75E+11,-0.0168,0.6922,63.71,12.5335,-0.031,14.5823,2.653,0.2968,,,,,,,
5/17/2012,63.55,22.6098,1.60E+11,7993866,3.8395,24.9722,64,63.4799,64.251,18.5194,44.0726,1.75E+11,-0.0156,0.6915,63.55,12.5695,-0.0319,14.6241,2.6606,,,,,,,,
5/18/2012,63.35,22.6613,1.60E+11,13781389,3.8516,24.5789,63.91,63.09,64.112,12.7978,43.0768,1.74E+11,-0.0141,0.6906,63.35,12.3978,-0.0341,14.4244,2.6243,0.7118,,,,,,,
5/21/2012,63.47,22.3706,1.60E+11,8786065,3.8443,24.8149,63.83,63.25,63.979,31.7698,43.864,1.74E+11,-0.0117,0.6877,63.47,12.5894,-0.0333,14.6473,2.6648,0.022,,,,,,,
5/22/2012,63.52,22.0539,1.60E+11,8411289,3.8413,24.9132,63.8,63.33,63.833,39.937,44.1967,1.74E+11,-0.012,0.6879,63.52,12.8628,-0.0271,14.9655,2.7227,0.3298,,,,,,,
5/23/2012,63.27,22.1175,1.59E+11,11269054,3.8565,24.4216,63.75,62.88,63.732,21.0443,42.8823,1.74E+11,-0.0129,0.6879,63.27,13.0624,-0.0258,15.1977,2.765,0.0458,,,,,,,
5/24/2012,63.1,22.161,1.59E+11,9309382,3.8669,25.2869,63.34,62.8,63.585,14.1949,42.0036,1.73E+11,-0.0136,0.6878,63.1,13.1742,-0.0256,15.3277,2.7886,0,,,,,,,
5/25/2012,62.51,22.3136,1.57E+11,11208553,3.9034,24.1154,62.98,62.29,63.402,5.2684,39.1251,1.72E+11,-0.0145,0.688,62.51,13.2321,-0.0244,15.395,2.8009,0.2535,,,,,,,
5/29/2012,62.59,22.1494,1.57E+11,10091745,3.8984,24.2742,62.93,62.3,63.268,16.0108,39.7047,1.72E+11,-0.0111,0.697,62.59,13.3159,-0.0247,15.4926,2.8186,0.1703,,,,,,,
5/30/2012,62.21,22.248,1.56E+11,9415119,3.9222,23.5197,62.4,62,63.128,8.8557,37.9302,1.71E+11,-0.0108,0.6968,62.21,13.3718,-0.0228,15.5576,2.8304,,,,,,,,
5/31/2012,62.43,22.1908,1.57E+11,13299815,3.9084,23.9566,62.875,62.14,63,34.3384,39.5483,1.71E+11,-0.0098,0.6967,62.43,13.25,-0.023,15.4159,2.8047,0.2157,,,,,,,
6/1/2012,61.78,22.3612,1.55E+11,12063687,3.9495,22.666,62.31,61.71,62.823,15.336,36.6297,1.70E+11,-0.0091,0.696,61.78,13.2979,-0.0236,15.4717,2.8148,,,,,,,,
6/4/2012,62.34,22.7327,1.57E+11,9203937,3.914,23.7779,62.45,61.89,62.722,50.6374,40.5405,1.71E+11,-0.0052,0.6922,62.34,13.272,-0.0196,15.4415,2.8093,-0.053,,,,,,,
6/5/2012,62.21,22.852,1.56E+11,9524501,3.9222,23.5197,62.38,62,62.596,44.2174,39.9485,1.71E+11,-0.0077,0.6928,62.21,13.256,-0.0255,15.4229,2.8059,0.1788,,,,,,,
6/6/2012,62.8,22.6963,1.58E+11,11565961,3.8854,24.6912,62.8,61.89,62.524,70.0593,43.8017,1.72E+11,-0.0082,0.6923,62.8,13.3398,-0.0253,15.5204,2.8237,-0.3051,,,,,,,
6/7/2012,62.8,22.6962,1.58E+11,12959963,3.8854,24.6912,63.2,62.51,62.477,70.0593,43.8017,1.72E+11,-0.0081,0.6923,62.8,13.3598,-0.0243,15.5436,2.8279,-0.1868,,,,,,,
6/8/2012,62.98,22.6492,1.59E+11,11249675,3.8742,25.0486,63.04,62.33,62.465,77.2833,44.9549,1.73E+11,-0.0094,0.6917,62.98,13.4109,-0.0201,15.2397,2.8613,,,,,,,,
6/11/2012,62.12,23.5103,1.56E+11,12226335,3.9279,23.341,63.03,62.11,62.426,28.3178,40.8155,1.71E+11,-0.0074,0.6949,62.12,13.4109,-0.0201,15.2397,2.8613,0.7982,,21.9715,5024000000,1.1702,8.5463,15.2354,22.5195
6/12/2012,63.08,23.2583,1.59E+11,26655372,3.8681,25.2472,63.27,61.83,62.475,65.2178,46.5037,1.73E+11,-0.0058,0.6958,63.08,13.4983,-0.0204,15.339,2.8799,0.1887,,,,,,,
6/13/2012,64.45,23.3207,1.63E+11,98440200,3.7859,27.9673,64.7,63.18,62.699,83.4523,53.151,1.77E+11,-0.0006,0.6942,64.45,13.5062,-0.0203,15.348,2.8816,0.7073,,,,,,,
6/14/2012,65.45,23.0676,1.65E+11,34315432,3.728,29.9529,65.75,64.285,63.001,89.4868,57.1696,1.80E+11,0.0013,0.695,65.45,13.4546,-0.0206,15.2894,2.8706,0.044,,,,,,,
6/15/2012,66.01,22.9288,1.67E+11,25992728,3.6964,31.0648,66.1,65.51,63.424,91.9521,59.1972,1.81E+11,0.0019,0.6954,66.01,13.4268,-0.02,15.2578,2.8647,,,,,,,,
6/18/2012,66.3,23.1082,1.68E+11,25751222,3.6802,31.6406,66.39,65.82,63.82,93.1921,60.2064,1.83E+11,0.0027,0.6955,66.3,13.4546,-0.0133,15.2894,2.8706,-0.1426,,,,,,,
6/19/2012,66.72,23.0195,1.70E+11,23615304,3.6571,32.4745,66.96,66.36,64.271,94.8995,61.6283,1.84E+11,0.0027,0.6956,66.72,13.4744,-0.0099,15.3119,2.8749,0.2248,,,,,,,
6/20/2012,67,22.9519,1.70E+11,21254956,3.6418,33.0304,67,66.46,64.691,95.9221,62.5511,1.85E+11,0.0037,0.6955,67,13.4784,-0.0098,15.3164,2.8757,-0.2821,,,,,,,
6/21/2012,66.39,23.1,1.69E+11,24545768,3.6753,31.8193,66.97,66.16,65.05,57.9513,59.3351,1.83E+11,0.0043,0.6949,66.39,13.4407,-0.0098,15.2736,2.8677,-0.1094,,,,,,,
6/22/2012,66.63,23.0414,1.69E+11,18971432,3.662,32.2958,66.97,66.52,65.415,65.9143,60.1686,1.84E+11,0.0023,0.6962,66.63,13.6194,-0.0097,15.4766,2.9058,,,,,,,,
6/25/2012,66.5,23.1132,1.69E+11,13734486,3.6692,32.0377,66.63,66.14,65.853,57.1247,59.4854,1.83E+11,0.0032,0.698,66.5,13.5876,-0.0082,15.4405,2.899,-0.0641,,,,,,,
6/26/2012,66.42,23.134,1.69E+11,11099918,3.6736,31.8788,66.69,66.41,66.187,50.8638,59.0585,1.83E+11,-0.0003,0.6982,66.42,13.6968,-0.0071,15.5646,2.9223,,,,,,,,
6/27/2012,66.84,23.0318,1.70E+11,17594404,3.6505,32.7127,67.2,66.36,66.426,73.6267,60.5944,1.84E+11,0,0.6983,66.84,13.7702,-0.0067,15.648,2.938,0.0659,,,,,,,
6/28/2012,66.94,23.0076,1.70E+11,12110891,3.6451,32.9113,67,66.438,66.575,77.3707,60.9552,1.85E+11,0.0005,0.6982,66.94,13.802,-0.0064,15.6841,2.9447,0.1054,,,,,,,
6/29/2012,67.56,22.8587,1.87E+11,18285992,3.6116,34.1423,67.7,67.215,66.73,90.2471,63.1208,1.86E+11,-0.0033,0.7011,67.56,13.6233,-0.0052,15.4811,2.9066,,,,,,,,
7/2/2012,68,22.7177,1.88E+11,12553306,3.5882,35.016,68,67.34,66.9,93.9261,64.5638,1.87E+11,-0.0037,0.7016,68,13.5201,-0.007,15.3638,2.8846,-0.0704,,,,,,,
7/3/2012,68.04,22.7139,1.88E+11,8902338,3.5861,35.0954,68.12,67.72,67.032,94.2233,64.6937,1.88E+11,-0.0037,0.7016,68.04,13.3692,-0.0077,15.1924,2.8524,-0.2291,,,,,,,
7/5/2012,67.78,22.7752,1.88E+11,11857715,3.5999,34.5791,68.15,67.78,67.11,63.7935,63.1373,1.87E+11,-0.004,0.7016,67.78,13.405,-0.0066,15.233,2.86,0.233,,,,,,,
7/6/2012,67.64,22.8084,1.87E+11,9757958,3.6073,34.3012,67.875,67.36,67.235,50.5958,62.3023,1.86E+11,-0.0033,0.7013,67.64,13.6452,-0.0067,15.5059,2.9113,0,,,,,,,
7/9/2012,67.78,22.5776,1.88E+11,12485897,3.5999,34.5791,67.96,67.63,67.35,62.2962,62.8111,1.87E+11,-0.0023,0.6993,67.78,13.8,-0.0092,15.6819,2.9443,,,,,,,,
7/10/2012,67.88,22.5551,1.88E+11,12852245,3.5946,34.7777,68.1,67.74,67.488,69.9271,63.1783,1.87E+11,0.0001,0.6989,67.88,13.7861,-0.0117,15.6661,2.9414,0.0333,,,,,,,
7/11/2012,67.9,22.5504,1.88E+11,12026003,3.5935,34.8174,68.11,67.72,67.636,71.6485,63.2533,1.87E+11,0.0002,0.6989,67.9,13.7404,-0.0122,15.6142,2.9316,0.012,,,,,,,
7/12/2012,67.71,22.5953,1.87E+11,16484176,3.6036,34.4402,68.1203,67.44,67.723,39.4607,62.011,1.87E+11,0.0002,0.6989,67.71,13.7722,-0.0109,15.6503,2.9384,-0.242,,,,,,,
7/13/2012,68.61,22.3845,1.90E+11,13239176,3.5563,36.2271,68.74,67.73,67.89,85.5584,65.3463,1.89E+11,0.0016,0.7,68.61,13.5876,-0.0131,15.4405,2.899,0.1267,,,,,,,
7/16/2012,68.45,22.6508,1.89E+11,12921696,3.5646,35.9094,68.72,68.36,67.979,71.1177,64.3079,1.89E+11,0.0018,0.7007,68.45,13.7206,-0.0168,15.5916,2.9274,,,,,,,,
7/17/2012,69,21.6194,1.91E+11,24203994,3.5362,37.0015,69.18,67.61,68.079,84.5572,66.2168,1.90E+11,0.0028,0.701,69,13.665,-0.0215,15.5285,2.9155,-0.0259,,,,,,,
7/18/2012,69.37,21.5386,1.92E+11,15620267,3.5174,37.7361,69.46,68.66,68.212,89.4915,67.4291,1.91E+11,0.0031,0.7011,69.37,13.5558,-0.0239,15.4044,2.8922,-0.3131,,,,,,,
7/19/2012,69.53,21.504,1.92E+11,13499518,3.5093,38.0538,69.7,68.9775,68.387,91.2956,67.9437,1.92E+11,0.0033,0.7011,69.53,13.5677,-0.0236,15.418,2.8948,-0.8117,,,,,,,
7/20/2012,68.63,21.7006,1.90E+11,13965428,3.5553,36.2668,69.36,68.35,68.486,37.2861,62.2233,1.89E+11,0.0061,0.7041,68.63,13.5618,-0.0238,15.4112,2.8935,0.0082,,,,,,,
7/23/2012,68.11,22.1318,1.88E+11,11772002,3.5824,35.2344,68.31,67.65,68.519,24.6486,59.242,1.88E+11,0.0107,0.7046,68.11,13.6253,-0.0208,15.4834,2.907,,,,,,,,
7/24/2012,67.35,22.3057,1.86E+11,12146661,3.6229,33.7254,68.25,67,68.466,14.1411,55.2404,1.86E+11,0.0103,0.7056,67.35,13.5896,-0.0212,15.4428,2.8994,0.0186,,,,,,,
7/25/2012,67.53,22.2644,1.87E+11,9882161,3.6132,34.0828,68.02,67.385,68.429,25.4338,55.9691,1.86E+11,0.0108,0.7055,67.53,13.6253,-0.0193,15.4834,2.907,0.0125,,,,,,,
7/26/2012,68.74,22.4008,1.90E+11,16477663,3.5496,36.4852,68.98,68.21,68.532,67.9455,60.447,1.90E+11,0.0125,0.7068,68.74,13.5677,-0.0209,15.418,2.8948,0.1113,,,,,,,
7/27/2012,69.52,22.227,1.92E+11,14015967,3.5098,38.034,69.68,68.89,68.623,79.3366,62.9591,1.92E+11,0.0112,0.707,69.52,13.538,-0.0223,15.3841,2.8884,-0.1832,,,,,,,
7/30/2012,69.45,22.4414,1.92E+11,8379815,3.5133,37.895,69.65,69.16,68.723,75.7146,62.59,1.91E+11,0.0099,0.7071,69.45,13.4586,-0.0258,15.2939,2.8715,,,,,,,,
7/31/2012,69.22,22.5293,1.91E+11,10313943,3.525,37.4383,69.56,69.1,68.745,61.8074,61.3673,1.91E+11,0.01,0.7074,69.22,13.4387,-0.0275,15.2713,2.8672,-0.0919,,,,,,,
8/1/2012,69.38,22.4935,1.92E+11,11681665,3.5169,37.756,69.75,69.25,68.746,67.9502,61.9029,1.91E+11,0.0108,0.7073,69.38,13.4546,-0.0279,15.2894,2.8706,0.0115,,,,,,,
8/2/2012,68.45,22.7033,1.89E+11,13536193,3.5646,35.9094,68.976,68.02,68.638,28.2854,57.1398,1.89E+11,0.0089,0.708,68.45,13.4486,-0.028,15.2826,2.8694,0.0977,,,,,,,
8/3/2012,69.12,22.1144,1.91E+11,10898717,3.5301,37.2397,69.32,68.885,68.687,56.0251,59.4643,1.91E+11,0.006,0.7084,69.12,13.4467,-0.0271,15.2804,2.8689,,,,,,,,
8/6/2012,68.84,21.5032,1.90E+11,8723756,3.5445,36.6838,69.34,68.78,68.76,45.0915,58.102,1.90E+11,0.0031,0.7084,68.84,13.4189,-0.0278,15.2488,2.863,0.0224,,,,,,,
8/7/2012,68.29,21.617,1.89E+11,11268373,3.573,35.5918,68.94,68.21,68.854,28.6293,55.5176,1.88E+11,0.0013,0.708,68.29,13.397,-0.028,15.224,2.8583,0.0774,,,,,,,
